x,y,z,class,paths
-3.44E+00,1.15E+01,8.49E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_540-544.wav
-2.62E+00,1.20E+01,9.07E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_544-549.wav
-2.80E+00,1.19E+01,9.08E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_549-553.wav
-2.81E+00,1.11E+01,8.95E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_553-558.wav
-2.53E+00,1.15E+01,8.97E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_558-562.wav
-3.49E+00,1.16E+01,8.47E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_562-567.wav
-3.31E+00,1.15E+01,8.62E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_567-571.wav
-2.54E+00,1.16E+01,8.97E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_571-576.wav
-2.99E+00,1.10E+01,8.75E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_576-580.wav
-9.15E-01,8.90E+00,1.40E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_58-63.wav
-2.96E+00,1.10E+01,8.78E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_580-585.wav
-2.50E+00,1.15E+01,8.96E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_585-589.wav
-3.43E+00,1.13E+01,8.58E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_589-594.wav
-2.98E+00,1.11E+01,8.78E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_594-598.wav
-2.88E+00,1.10E+01,8.83E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_598-603.wav
-3.46E+00,1.13E+01,8.85E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_603-607.wav
-2.98E+00,1.10E+01,8.76E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_607-612.wav
-2.88E+00,1.17E+01,8.99E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_612-616.wav
-3.11E+00,1.14E+01,8.77E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_616-621.wav
-3.26E+00,1.13E+01,8.60E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_621-625.wav
-3.07E+00,1.14E+01,8.80E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_625-630.wav
-2.87E+00,1.14E+01,8.93E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_63-67.wav
-3.52E+00,1.14E+01,9.06E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_630-634.wav
-3.48E+00,1.15E+01,8.50E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_634-639.wav
-3.36E+00,1.14E+01,8.49E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_639-643.wav
-3.13E+00,1.18E+01,9.18E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_643-648.wav
-2.56E+00,1.20E+01,9.09E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_648-652.wav
-3.38E+00,1.13E+01,8.71E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_652-657.wav
-3.18E+00,1.15E+01,8.90E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_657-661.wav
-3.12E+00,1.16E+01,9.02E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_661-666.wav
-2.80E+00,1.15E+01,8.93E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_666-670.wav
-3.03E+00,1.16E+01,8.95E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_67-72.wav
-3.60E+00,1.18E+01,9.00E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_670-675.wav
-3.31E+00,1.19E+01,8.82E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_675-679.wav
-3.36E+00,1.20E+01,8.73E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_679-684.wav
-3.53E+00,1.18E+01,8.92E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_684-688.wav
-2.90E+00,1.19E+01,9.08E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_688-693.wav
-2.79E+00,1.18E+01,9.04E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_693-697.wav
-3.00E+00,1.14E+01,8.80E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_697-702.wav
-2.61E+00,1.15E+01,8.96E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_702-706.wav
-2.94E+00,1.10E+01,8.80E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_706-711.wav
-2.89E+00,1.13E+01,8.94E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_711-715.wav
-3.40E+00,1.12E+01,8.77E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_715-720.wav
-1.27E+00,1.02E+01,2.24E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_72-76.wav
-3.46E+00,1.19E+01,8.67E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_720-724.wav
-3.36E+00,1.19E+01,8.73E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_724-729.wav
-2.80E+00,1.18E+01,9.05E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_729-733.wav
-2.74E+00,1.12E+01,8.84E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_733-738.wav
-3.10E+00,1.15E+01,8.78E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_738-742.wav
-2.62E+00,1.13E+01,8.91E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_742-747.wav
-2.90E+00,1.11E+01,8.78E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_747-751.wav
-3.32E+00,1.14E+01,8.59E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_751-756.wav
-2.78E+00,1.18E+01,9.06E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_756-760.wav
-1.31E+00,1.05E+01,2.99E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_76-81.wav
-2.52E+00,1.14E+01,8.95E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_760-765.wav
-2.88E+00,1.10E+01,8.89E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_765-769.wav
-2.83E+00,1.11E+01,8.85E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_769-774.wav
-2.78E+00,1.11E+01,8.88E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_774-778.wav
-3.33E+00,1.14E+01,8.48E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_778-783.wav
-2.51E+00,1.19E+01,9.10E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_783-787.wav
-3.10E+00,1.10E+01,8.66E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_787-792.wav
-3.33E+00,1.13E+01,8.61E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_792-796.wav
-2.93E+00,1.18E+01,9.09E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_796-801.wav
-3.34E+00,1.14E+01,8.51E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_801-805.wav
6.89E+00,9.94E+00,4.03E+00,4,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_805-810.wav
-2.32E-01,8.02E+00,1.47E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_81-85.wav
-2.97E+00,1.11E+01,8.79E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_810-814.wav
-3.25E+00,1.13E+01,8.77E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_814-819.wav
-3.84E+00,1.14E+01,8.90E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_819-823.wav
-3.41E+00,1.11E+01,8.74E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_823-828.wav
-3.17E+00,1.11E+01,8.68E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_828-832.wav
-3.78E+00,1.14E+01,8.83E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_832-837.wav
-3.56E+00,1.15E+01,8.53E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_837-841.wav
-3.58E+00,1.18E+01,9.01E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_841-846.wav
-3.68E+00,1.17E+01,9.03E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_846-850.wav
-1.18E-01,7.69E+00,1.45E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_85-90.wav
-3.48E+00,1.16E+01,8.48E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_850-855.wav
-3.68E+00,1.19E+01,8.64E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_855-859.wav
-2.53E+00,1.19E+01,9.11E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_859-864.wav
-3.48E+00,1.19E+01,8.74E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_864-868.wav
-3.33E+00,1.17E+01,8.53E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_868-873.wav
-3.48E+00,1.20E+01,8.68E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_873-877.wav
-3.53E+00,1.16E+01,8.58E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_877-882.wav
-3.46E+00,1.20E+01,8.69E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_882-886.wav
-3.52E+00,1.15E+01,8.48E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_886-891.wav
-3.35E+00,1.14E+01,8.76E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_891-895.wav
-3.42E+00,1.19E+01,8.81E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_895-900.wav
-2.45E-01,8.03E+00,1.45E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_9-13.wav
-3.22E-02,7.50E+00,1.36E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_90-94.wav
-3.62E+00,1.18E+01,8.99E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_900-904.wav
-3.52E+00,1.17E+01,8.94E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_904-909.wav
-3.27E+00,1.16E+01,8.51E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_909-913.wav
-3.49E+00,1.15E+01,8.42E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_913-918.wav
-3.56E+00,1.20E+01,8.69E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_918-922.wav
-3.47E+00,1.20E+01,8.74E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_922-927.wav
-3.42E+00,1.20E+01,8.65E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_927-931.wav
-3.70E+00,1.20E+01,8.65E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_931-936.wav
-3.70E+00,1.18E+01,8.59E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_936-940.wav
-2.34E-02,7.49E+00,1.35E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_94-99.wav
-3.55E+00,1.20E+01,8.68E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_940-945.wav
-3.42E+00,1.16E+01,8.46E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_945-949.wav
-3.66E+00,1.20E+01,8.66E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_949-954.wav
-3.51E+00,1.14E+01,8.70E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_954-958.wav
-3.64E+00,1.18E+01,9.04E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_958-963.wav
-3.58E+00,1.18E+01,8.98E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_963-967.wav
-3.47E+00,1.13E+01,8.74E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_967-972.wav
-3.55E+00,1.19E+01,8.99E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_972-976.wav
-3.65E+00,1.18E+01,9.03E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_976-981.wav
-3.76E+00,1.19E+01,8.91E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_981-985.wav
-3.24E+00,1.14E+01,8.69E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_985-990.wav
-2.82E+00,1.17E+01,9.08E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_99-103.wav
-3.24E+00,1.13E+01,8.76E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_990-994.wav
-3.33E+00,1.14E+01,8.90E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_994-999.wav
-3.19E+00,1.17E+01,9.16E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T180000+1000_REC_999-1003.wav
-1.39E+00,7.19E+00,1.34E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_0-4.wav
-1.79E+00,6.63E+00,-1.01E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1003-1008.wav
-1.85E+00,6.58E+00,-8.87E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1008-1012.wav
-1.61E+00,5.10E+00,-2.38E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1012-1017.wav
-1.43E+00,5.45E+00,-1.25E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1017-1021.wav
-1.56E-02,5.45E+00,-2.95E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1021-1026.wav
-9.76E-01,6.22E+00,-1.72E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1026-1030.wav
-1.61E+00,5.17E+00,-4.66E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_103-108.wav
-9.72E-01,6.39E+00,-1.52E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1030-1035.wav
-1.03E+00,6.74E+00,-9.82E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1035-1039.wav
-1.26E+00,7.90E+00,1.69E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1039-1044.wav
-4.46E-01,7.03E+00,-1.04E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1044-1048.wav
-1.40E+00,6.73E+00,-4.38E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1048-1053.wav
-3.74E-01,7.22E+00,-2.14E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1053-1057.wav
-3.16E+00,1.17E+01,9.04E+00,3,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1057-1062.wav
-1.10E+00,7.86E+00,2.00E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1062-1066.wav
-2.58E+00,7.07E+00,3.46E-02,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1066-1071.wav
-1.18E+00,7.70E+00,2.08E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1071-1075.wav
-1.03E+00,9.54E+00,2.05E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1075-1080.wav
-1.58E+00,5.18E+00,-6.93E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_108-112.wav
-1.96E-01,7.23E+00,-1.68E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1080-1084.wav
-1.67E-01,7.24E+00,-1.96E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1084-1089.wav
-4.90E-01,6.81E+00,-6.99E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1089-1093.wav
-1.92E+00,7.14E+00,-3.67E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1093-1098.wav
-9.80E-01,6.67E+00,-7.68E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1098-1102.wav
-1.43E+00,6.58E+00,-6.85E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1102-1107.wav
-2.53E+00,7.05E+00,4.51E-02,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1107-1111.wav
-2.58E+00,7.07E+00,-8.61E-02,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1111-1116.wav
-9.46E-01,7.97E+00,1.92E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1116-1120.wav
-1.79E+00,5.00E+00,-2.09E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_112-117.wav
-1.42E+00,6.68E+00,-7.39E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1120-1125.wav
-3.10E-01,7.30E+00,-9.53E-02,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1125-1129.wav
-1.63E+00,6.54E+00,-1.18E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1129-1134.wav
-6.05E-01,6.29E+00,-1.15E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1134-1138.wav
-1.71E+00,6.69E+00,-1.06E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1138-1143.wav
-2.40E+00,7.00E+00,-4.85E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1143-1147.wav
-2.32E+00,6.97E+00,-6.18E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1147-1152.wav
-2.58E+00,7.09E+00,-5.72E-02,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1152-1156.wav
-2.59E+00,7.08E+00,-2.00E-02,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1156-1161.wav
-2.56E+00,7.02E+00,-1.52E-02,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1161-1165.wav
-2.19E+00,6.92E+00,-6.99E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1165-1170.wav
-1.78E+00,4.97E+00,-2.14E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_117-121.wav
-2.56E+00,7.07E+00,1.10E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1170-1174.wav
-2.56E+00,7.06E+00,4.28E-02,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1174-1179.wav
-2.56E+00,7.07E+00,9.28E-02,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1179-1183.wav
-2.53E+00,7.07E+00,1.48E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1183-1188.wav
-2.55E+00,7.07E+00,1.09E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1188-1192.wav
-2.46E+00,7.08E+00,2.48E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1192-1197.wav
-2.48E+00,7.06E+00,2.63E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_1197-1201.wav
-1.47E+00,5.33E+00,-6.94E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_121-126.wav
-1.60E+00,5.20E+00,-5.17E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_126-130.wav
-1.26E+00,7.90E+00,1.83E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_13-18.wav
-1.59E+00,5.82E+00,-4.38E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_130-135.wav
-4.72E-01,7.06E+00,6.34E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_135-139.wav
-1.42E+00,6.78E+00,-3.60E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_139-144.wav
-3.10E-01,7.35E+00,-8.31E-03,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_144-148.wav
-1.85E+00,7.09E+00,-2.52E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_148-153.wav
-1.56E+00,6.24E+00,-5.28E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_153-157.wav
-1.91E+00,7.16E+00,-4.03E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_157-162.wav
-2.44E+00,6.94E+00,-5.70E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_162-166.wav
-1.55E+00,6.83E+00,-9.57E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_166-171.wav
-9.99E-01,6.21E+00,-1.73E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_171-175.wav
-1.33E+00,6.52E+00,-8.03E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_175-180.wav
-9.44E-01,8.08E+00,7.79E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_18-22.wav
-1.86E+00,7.17E+00,-3.63E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_180-184.wav
-1.18E+00,6.87E+00,-9.03E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_184-189.wav
-1.14E-02,5.98E+00,-2.39E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_189-193.wav
-1.76E+00,6.42E+00,-9.77E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_193-198.wav
-1.76E+00,6.64E+00,-1.19E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_198-202.wav
-1.62E+00,5.18E+00,-4.20E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_202-207.wav
-1.70E+00,6.48E+00,-1.26E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_207-211.wav
-1.61E+00,5.19E+00,-4.86E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_211-216.wav
-1.65E+00,5.10E+00,-4.23E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_216-220.wav
-9.49E-01,8.12E+00,7.64E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_22-27.wav
-6.13E-01,5.60E+00,-1.86E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_220-225.wav
-1.61E+00,5.63E+00,-7.79E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_225-229.wav
-2.74E-01,6.84E+00,1.66E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_229-234.wav
-1.10E+00,6.82E+00,2.03E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_234-238.wav
-2.99E-01,6.84E+00,1.67E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_238-243.wav
-3.15E-01,6.84E+00,1.66E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_243-247.wav
-1.12E+00,6.28E+00,-1.64E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_247-252.wav
-1.11E+00,6.30E+00,-1.63E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_252-256.wav
-2.26E+00,6.87E+00,-7.78E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_256-261.wav
-1.65E+00,6.26E+00,-9.65E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_261-265.wav
-1.81E+00,6.60E+00,-1.22E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_265-270.wav
-1.77E+00,6.65E+00,-1.18E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_27-31.wav
-1.81E+00,6.47E+00,-9.01E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_270-274.wav
-1.81E+00,6.60E+00,-1.21E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_274-279.wav
-2.55E+00,7.04E+00,-9.06E-02,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T200000+1000_REC_279-283.wav
