zcr_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,class
0.09596730245231608,-24.486922490926528,2.6167724311560705,0.010014883200964095,-0.028701130326107282,0.32454669056694935,0.2711217434940962,-0.017142379664853474,-0.03453383768955819,-0.0193688228404841,-0.10738629129022981,0.0058761466148658,0.028769236285862244,-0.012824832559452614,anthrophony
0.09909173478655768,-26.322014985323086,2.5035156833471066,-0.1337472418085557,-0.050671146986275825,0.4314667581831516,0.3699534921349018,-0.0039002494360335085,0.014189786757158757,0.025987053061590874,-0.07264929852222486,0.050575442115029935,0.06887193333317702,-0.0009678884124419834,anthrophony
0.0575386012715713,-23.958656071577785,3.182270593955868,-0.321015309263752,-0.27812760309924567,0.5066117656520575,0.41009627938260956,0.18831916003432422,0.08269177412921061,0.030432600164181013,-0.035381511088930576,0.011571756049544076,0.1002770873302403,0.07147772666564164,anthrophony
0.06188010899182561,-22.52736005192919,3.1793174731984495,-0.2459832392075545,-0.17075042164530846,0.6151670689272836,0.4717001777469596,0.15813670049673892,0.050973032451809605,0.0157076541754545,-0.034618300420656244,-0.010838502274523728,0.0036527034902694502,0.023474877921311532,anthrophony
0.059055404178019986,-22.84818092105211,3.030283571040035,-0.18759633283970403,-0.22927405247182442,0.593457336550639,0.4663331795233498,0.20566341487358172,0.1575094359022632,0.10688740430626667,0.10264265411047324,0.15548509313176054,0.1807100668461306,0.07858090758259033,anthrophony
0.04654859218891916,-23.060889800528226,3.2729469115653336,-0.3480008043691534,-0.06657067811932123,0.6377790991637737,0.5564448104508247,0.252591822589195,0.13355362007904306,0.07623129905129972,0.08195601588063596,0.052122478255123464,0.06909899004596753,-0.016188596734621554,anthrophony
0.08608537693006357,-24.84194580207983,2.35539513635729,-0.19817340706854164,-0.01477823468577144,0.4299900206578645,0.44085029628727224,0.09672257445371406,0.1065533706587281,0.11039743379001868,-0.041336859874191764,0.0441020172545437,0.03859379836174481,-0.03390430013082065,anthrophony
0.10773841961852859,-28.26068582360761,2.2697467533924494,-0.1454431101338707,-0.07645022198459538,0.5317411230322496,0.31483188009974145,0.17042480548736688,0.10137035068239875,0.10287877768312621,5.6425493087283036e-05,0.051297942802878194,0.03836760124755225,-0.007786171739635177,anthrophony
0.08631244323342416,-27.8281883475386,2.437113440360968,-0.19184374761225373,-0.09290913554140345,0.466285280036346,0.4249899527799725,0.16328185145850319,0.06916585110792473,0.0827172317270901,-0.0562625627702761,0.07276567197989417,0.10275869622187588,0.06117694924319419,anthrophony
0.10041780199818348,-27.047485071794547,2.4054745519785277,-0.1896716929019017,-0.050161097325431246,0.40722124274605437,0.4272288248561612,0.22506696414083655,-0.0013394870326764792,0.021263401503759327,-0.042754558395566335,0.0399817251743075,0.07118777999022625,0.04611400501195721,anthrophony
