0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,file,class
0.122934397,0.396411316,0.862027414,0.349804515,0.582076787,0.526404216,0.411484038,0.681698044,0.306032118,0.634043343,0.522938234,0.320630836,0.722967949,0.40266829,0.317940877,0.354201851,0.309609573,0.308828169,0.295404845,0.351650634,0.318550393,0.35280777,0.349059904,0.343483792,0.336937066,0.325693966,0.32248248,0.347897015,0.323767595,0.336137466,0.338525381,0.32785071,0.334641358,0.331729221,0.345881769,0.328205176,0.333409934,0.334624368,0.336291416,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA101_2.wav,biophony
0.120715706,0.407914367,0.813555191,0.312878752,0.674416132,0.554294475,0.372092954,0.6628746,0.327482011,0.635070357,0.508164912,0.339661746,0.78258174,0.410393958,0.272301285,0.311805519,0.263110317,0.283834626,0.322268928,0.326518607,0.333312928,0.331186212,0.334721622,0.302459889,0.338531717,0.343622457,0.319797466,0.345608086,0.317011381,0.335971686,0.330590417,0.312088485,0.325703714,0.329736954,0.340940867,0.327353926,0.336352044,0.337210438,0.336819496,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA101_3.wav,biophony
0.105507106,0.415536785,0.822913954,0.378081209,0.589386208,0.485101027,0.42140767,0.640039144,0.345608426,0.595391354,0.514485853,0.327182399,0.714094009,0.41248957,0.292537983,0.357026599,0.284571016,0.36227113,0.371361584,0.371175237,0.357761848,0.384160734,0.354486326,0.35171185,0.373460229,0.334299291,0.346588453,0.368535005,0.350282413,0.352319326,0.362780397,0.358570827,0.355852863,0.366484908,0.364543108,0.355564451,0.357590358,0.361245605,0.363336773,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA101_4.wav,biophony
0.253677537,0.546557537,0.761319878,0.37703133,0.505565621,0.645217661,0.234872928,0.758459392,0.260156728,0.767251878,0.395204278,0.334253859,0.703335119,0.354289845,0.191803183,0.29333696,0.24955772,0.196179926,0.232843861,0.245431525,0.239935816,0.314733691,0.307745199,0.282709803,0.305441578,0.250850375,0.253984042,0.261995209,0.264563801,0.260476906,0.272767383,0.271042598,0.262228806,0.263508885,0.254882377,0.249204659,0.247980635,0.269506678,0.279401729,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA101_5.wav,biophony
0.24425759,0.54192895,0.815914318,0.378099118,0.531646942,0.602478312,0.318050226,0.811136659,0.216644848,0.703985056,0.439175944,0.359020549,0.693191794,0.363307514,0.154822208,0.169378735,0.137672128,0.161850761,0.219657558,0.245503025,0.217823998,0.212807284,0.222344589,0.21065518,0.195704554,0.159775292,0.186846481,0.204274845,0.18633168,0.20120462,0.19771683,0.188377997,0.203178213,0.211743393,0.198210506,0.18701951,0.188456599,0.187520018,0.186575385,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA101_6.wav,biophony
0.218777198,0.537990757,0.798551594,0.36801608,0.48764893,0.56878949,0.331679237,0.787349497,0.268798982,0.65109005,0.388731334,0.339019554,0.699821463,0.389090413,0.242039228,0.343333152,0.247628369,0.24616182,0.262472258,0.301808557,0.260980451,0.268819098,0.275156106,0.261281851,0.294666154,0.28536594,0.269539939,0.28855719,0.285370094,0.281998494,0.285744939,0.288462393,0.28992485,0.290892057,0.291837701,0.288352806,0.287918406,0.285362225,0.282760135,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA101_7.wav,biophony
0.204112806,0.545792514,0.745250659,0.280317817,0.513183697,0.591440326,0.401303346,0.730728111,0.294137397,0.704603444,0.676494991,0.3906927,0.551440201,0.411393616,0.295931403,0.323329252,0.22764786,0.179309802,0.192985724,0.266690181,0.344715698,0.375266604,0.320704705,0.253702229,0.256143099,0.262737759,0.274726338,0.298684976,0.286593084,0.288806011,0.288327467,0.284613322,0.294937286,0.293709322,0.286546216,0.280130154,0.284478943,0.284376095,0.28290857,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA101_8.wav,biophony
0.242086602,0.536117433,0.694023706,0.261698914,0.64864314,0.755753803,0.383336872,0.671075386,0.119907125,0.74616825,0.436562058,0.404455952,0.774498766,0.361503849,0.22732944,0.260901254,0.195889017,0.260244819,0.258825742,0.223759306,0.242695507,0.268911112,0.240178104,0.237357203,0.281456338,0.24970652,0.247018822,0.262101307,0.22980414,0.255136637,0.267715413,0.263794858,0.255498783,0.257569603,0.254432684,0.25276062,0.256174789,0.248256752,0.252184642,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA101_9.wav,biophony
0.248728074,0.489854724,0.742447816,0.375508252,0.615861903,0.710820273,0.202840895,0.787966809,0.177773689,0.784838422,0.395668193,0.258395311,0.78012027,0.367486262,0.23479461,0.315326567,0.176574195,0.192372847,0.238979264,0.344870362,0.26220214,0.253928895,0.249922467,0.275111338,0.240253038,0.273748771,0.279385386,0.281280545,0.271429271,0.278227737,0.286206466,0.272490545,0.275277421,0.27956625,0.289878846,0.272453707,0.275752326,0.282895591,0.27845775,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA102_1.wav,biophony
0.085652786,0.348980837,0.774003278,0.391003841,0.596711089,0.508018607,0.442512758,0.686149096,0.33247669,0.62353212,0.459450181,0.354506032,0.700929432,0.464975948,0.356085882,0.400051206,0.333623486,0.393238096,0.425948154,0.385762379,0.388485988,0.388281911,0.428105657,0.366909088,0.414884821,0.4247747,0.415841086,0.452142925,0.433717867,0.436456276,0.446404429,0.434165821,0.434319573,0.44372482,0.434242107,0.438771859,0.443763996,0.43976059,0.440323256,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA102_10.wav,biophony
