0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,sound_paths
0.50396157,0.741646115,0.904360441,0.518000811,0.419714577,0.201872339,0.60889578,0.429162262,0.646275047,0.267346675,0.436737528,0.453643969,0.393233393,0.199547913,0.180152052,0.128198706,0.106124165,0.105478323,0.089980535,0.096243993,0.093611193,0.101800524,0.089941908,0.082331552,0.071136517,0.078037555,0.07004489,0.068872686,0.069221996,0.070078158,0.071427038,0.075435707,0.076032303,0.075080815,0.074521688,0.071834599,0.069458419,0.071259986,0.068041317,D:\PhD-data\Tarcutta-DryA\20210427T000000+1000_REC_0-4.5.wav
0.494440622,0.737723986,0.893595687,0.517157299,0.391639064,0.208142254,0.625803379,0.454228496,0.661330065,0.245437996,0.445956895,0.487300518,0.449533423,0.171107574,0.153865563,0.115258516,0.09481981,0.089817055,0.077612012,0.090177586,0.090260659,0.099688866,0.082072124,0.076534941,0.059425525,0.064100979,0.061929752,0.060583092,0.062621689,0.062294842,0.061870645,0.066647042,0.06737033,0.065423445,0.05955161,0.054816962,0.054473236,0.060324833,0.062715767,D:\PhD-data\Tarcutta-DryA\20210427T000000+1000_REC_1003.5-1008.0.wav
0.51364598,0.743308816,0.894943771,0.578332158,0.38016277,0.21403848,0.563871551,0.441467419,0.638546388,0.278317275,0.456517167,0.49051973,0.443123615,0.166242904,0.150606287,0.115867661,0.086199928,0.074906141,0.059371704,0.082108676,0.077217347,0.078983092,0.071336641,0.073348569,0.070653836,0.070715543,0.046043243,0.04716357,0.045981439,0.045414148,0.051144353,0.052076174,0.052186627,0.048617516,0.043651238,0.045801153,0.04744632,0.047844682,0.045754405,D:\PhD-data\Tarcutta-DryA\20210427T000000+1000_REC_1008.0-1012.5.wav
0.569276562,0.794970335,0.873781006,0.500004197,0.29522986,0.180139197,0.592940853,0.465304672,0.665027565,0.291691494,0.440881114,0.453980523,0.401191828,0.201935974,0.18844692,0.154775225,0.126895541,0.104249138,0.09337867,0.107525159,0.118675387,0.109074731,0.117747613,0.12789439,0.099048596,0.119651287,0.094567977,0.096621662,0.091886132,0.087635892,0.091860157,0.097262905,0.098639577,0.100293961,0.10003527,0.095812056,0.09107788,0.09139886,0.090885284,D:\PhD-data\Tarcutta-DryA\20210427T000000+1000_REC_1012.5-1017.0.wav
0.500327777,0.745949959,0.884706208,0.503370256,0.36242003,0.183952754,0.595704722,0.432778219,0.658605536,0.288820464,0.469789492,0.466516559,0.401064394,0.206416447,0.188013376,0.1445811,0.123307963,0.123026937,0.116522323,0.141279779,0.132103426,0.123394745,0.126305203,0.129954919,0.116007782,0.134509782,0.105139714,0.104702791,0.104313439,0.10568177,0.106229939,0.108268797,0.108682898,0.108923943,0.109640886,0.110855656,0.104338982,0.103130201,0.107106594,D:\PhD-data\Tarcutta-DryA\20210427T000000+1000_REC_1017.0-1021.5.wav
0.493535169,0.741533533,0.872332528,0.514547691,0.347900563,0.20472272,0.591562603,0.445793303,0.695685014,0.346115227,0.491187663,0.486428138,0.449642096,0.170852325,0.15038498,0.127445391,0.099291293,0.089369842,0.089576398,0.09162304,0.092348329,0.098409376,0.090934522,0.080155752,0.068216726,0.077927962,0.065402263,0.065913214,0.065809757,0.061063559,0.058673175,0.061268356,0.063760633,0.067075453,0.062855863,0.06337756,0.063533708,0.063397079,0.062313106,D:\PhD-data\Tarcutta-DryA\20210427T000000+1000_REC_1021.5-1026.0.wav
0.424606068,0.692009646,0.869830378,0.526840476,0.389485225,0.198714153,0.590546281,0.428201808,0.67971689,0.299774943,0.474332127,0.507408182,0.470910344,0.209866134,0.195179333,0.164469876,0.145266969,0.128367474,0.109960774,0.127903896,0.140100133,0.149475687,0.142492397,0.13683234,0.122155432,0.148079805,0.111451399,0.10896645,0.108120244,0.111980415,0.113189406,0.118146158,0.119721245,0.121296163,0.119432967,0.115116011,0.113833958,0.111286856,0.109365592,D:\PhD-data\Tarcutta-DryA\20210427T000000+1000_REC_1026.0-1030.5.wav
0.450368685,0.692287859,0.916352704,0.548799339,0.458612484,0.205590102,0.609462519,0.409237359,0.612505104,0.221372136,0.402914164,0.452176229,0.43989338,0.212489982,0.202803834,0.16582422,0.135344676,0.122396427,0.116922574,0.144378264,0.151322549,0.148655636,0.129878437,0.112129371,0.086524466,0.104659076,0.111081526,0.109830581,0.105052088,0.101906344,0.103512746,0.109840054,0.110003702,0.110731521,0.109887805,0.109850671,0.108092948,0.106424384,0.10765135,D:\PhD-data\Tarcutta-DryA\20210427T000000+1000_REC_103.5-108.0.wav
0.478130488,0.717138477,0.878383752,0.638997594,0.424495085,0.253888671,0.541185031,0.417604568,0.617212999,0.313974162,0.443468563,0.49762352,0.454282647,0.147730732,0.144903531,0.10529231,0.054787404,0.076365289,0.091611261,0.086839004,0.065996294,0.068618734,0.061473682,0.061664115,0.042213145,0.051767565,0.034407959,0.03396973,0.027380837,0.027849019,0.032382487,0.037917065,0.039062021,0.039193814,0.042566591,0.037931769,0.039739889,0.041959346,0.039934039,D:\PhD-data\Tarcutta-DryA\20210427T000000+1000_REC_1030.5-1035.0.wav
0.510930477,0.752555321,0.866534532,0.538955532,0.31657028,0.178110881,0.572133018,0.45325024,0.675617657,0.352622189,0.476717358,0.460522393,0.394691183,0.228302608,0.21800529,0.153242997,0.108597432,0.097437718,0.096889677,0.124923897,0.126245922,0.123612373,0.12682246,0.139069071,0.113709889,0.114266808,0.094538644,0.097794187,0.093344938,0.091625665,0.096572992,0.095876751,0.096915046,0.099247276,0.096019241,0.092811141,0.091086483,0.091120411,0.096678077,D:\PhD-data\Tarcutta-DryA\20210427T000000+1000_REC_1035.0-1039.5.wav
0.509683554,0.747377343,0.879542103,0.582909077,0.367499928,0.210368425,0.560139816,0.429123832,0.628929112,0.304008177,0.463400375,0.466245775,0.403658068,0.189546958,0.178060499,0.13884074,0.101665816,0.090730061,0.087319733,0.096951095,0.08485283,0.118598518,0.124431061,0.12276409,0.10124036,0.08636438,0.071539345,0.068543756,0.070917168,0.070646045,0.072525129,0.079626507,0.082398877,0.074745755,0.065999502,0.071701354,0.073533733,0.073387114,0.079620669,D:\PhD-data\Tarcutta-DryA\20210427T000000+1000_REC_1039.5-1044.0.wav
0.565989374,0.782983792,0.894441378,0.553041324,0.339267906,0.18119701,0.563155443,0.437698739,0.627831264,0.249751938,0.431788111,0.450433766,0.401932902,0.191503847,0.177403153,0.137170462,0.115283347,0.114116787,0.099967808,0.117973374,0.103948273,0.093448246,0.107223523,0.113617921,0.0885116,0.103814129,0.088706039,0.092108183,0.089510339,0.088493685,0.096198383,0.098014649,0.096891136,0.101830819,0.10290811,0.098647574,0.095946096,0.095008082,0.096329417,D:\PhD-data\Tarcutta-DryA\20210427T000000+1000_REC_1044.0-1048.5.wav
0.450611737,0.70408994,0.884108572,0.582944472,0.411316077,0.235108274,0.58515421,0.429598858,0.639680503,0.26258263,0.456987594,0.428500683,0.358374598,0.207182423,0.197828602,0.155375188,0.124331546,0.119274571,0.125280544,0.145221331,0.123882809,0.111884243,0.120413813,0.124640495,0.098007616,0.122681626,0.095949995,0.104733625,0.102329093,0.096850506,0.10117198,0.107016062,0.109517516,0.107329767,0.109962113,0.1033244,0.096153197,0.099962343,0.104915497,D:\PhD-data\Tarcutta-DryA\20210427T000000+1000_REC_1048.5-1053.0.wav
