x,y,z,sound_path,class
5.24E+00,1.08E+01,6.43E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T220000+1000_REC_2360.147_2364.647.wav,unlabelled
7.08E+00,8.85E+00,4.70E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T220000+1000_REC_4330.507_4335.007.wav,unlabelled
6.96E+00,8.56E+00,4.63E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T220000+1000_REC_524.265_528.765.wav,unlabelled
8.10E+00,8.56E+00,5.34E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T220000+1000_REC_6483.206_6487.706.wav,unlabelled
7.05E+00,6.40E+00,1.88E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220515T000000+1000_REC_1061.226_1065.726.wav,unlabelled
9.36E+00,6.26E+00,5.07E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220515T000000+1000_REC_1873.672_1878.172.wav,unlabelled
8.80E+00,6.94E+00,4.77E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220515T000000+1000_REC_2264.661_2269.161.wav,unlabelled
9.41E+00,6.30E+00,4.96E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220515T000000+1000_REC_3414.46_3418.96.wav,unlabelled
8.95E+00,5.79E+00,4.89E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220515T020000+1000_REC_1688.273_1692.773.wav,unlabelled
8.98E+00,6.78E+00,4.61E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220515T020000+1000_REC_2368.049_2372.549.wav,unlabelled
8.89E+00,3.71E+00,6.26E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220515T020000+1000_REC_312.096_316.596.wav,unlabelled
8.60E+00,3.67E+00,6.37E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220515T020000+1000_REC_358.713_363.213.wav,unlabelled
9.44E+00,2.13E+00,6.53E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220515T040000+1000_REC_1346.554_1351.054.wav,unlabelled
9.33E+00,1.54E+00,7.94E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220515T040000+1000_REC_1613.482_1617.982.wav,unlabelled
9.34E+00,1.72E+00,7.40E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220515T040000+1000_REC_1646.188_1650.688.wav,unlabelled
9.47E+00,2.12E+00,6.70E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220515T040000+1000_REC_522.632_527.132.wav,unlabelled
5.08E+00,9.84E+00,6.80E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T000000+1000_REC_1936.097_1940.597.wav,unlabelled
4.46E+00,9.88E+00,7.27E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T000000+1000_REC_2615.459_2619.959.wav,unlabelled
5.32E+00,1.07E+01,6.41E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T000000+1000_REC_5394.32_5398.82.wav,unlabelled
5.08E+00,1.11E+01,6.28E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T000000+1000_REC_5452.823_5457.323.wav,unlabelled
4.35E+00,1.08E+01,6.97E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T020000+1000_REC_1913.795_1918.295.wav,unlabelled
5.58E+00,5.05E+00,8.88E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T020000+1000_REC_2941.955_2946.455.wav,unlabelled
5.00E+00,1.02E+01,6.51E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T020000+1000_REC_3414.159_3418.659.wav,unlabelled
5.95E+00,7.84E+00,6.62E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T020000+1000_REC_4068.189_4072.689.wav,unlabelled
7.30E+00,4.78E+00,4.41E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T040000+1000_REC_1208.273_1212.773.wav,unlabelled
5.12E+00,5.90E+00,7.93E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T040000+1000_REC_1506.054_1510.554.wav,unlabelled
6.27E+00,7.65E+00,6.53E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T040000+1000_REC_4721.969_4726.469.wav,unlabelled
3.91E+00,7.14E+00,6.66E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T040000+1000_REC_5923.275_5927.775.wav,unlabelled
6.43E+00,6.25E+00,4.03E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T060000+1000_REC_1499.259_1503.759.wav,unlabelled
6.34E+00,4.72E+00,8.16E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T060000+1000_REC_2442.707_2447.207.wav,unlabelled
6.18E+00,5.61E+00,5.22E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T060000+1000_REC_3013.115_3017.615.wav,unlabelled
6.02E+00,5.13E+00,8.28E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T060000+1000_REC_4543.65_4548.15.wav,unlabelled
6.77E+00,5.96E+00,6.77E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T080000+1000_REC_132.434_136.934.wav,unlabelled
6.54E+00,5.65E+00,7.16E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T080000+1000_REC_313.447_317.947.wav,unlabelled
7.91E+00,4.14E+00,7.54E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T080000+1000_REC_3488.272_3492.772.wav,unlabelled
6.78E+00,5.73E+00,6.89E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T080000+1000_REC_6526.302_6530.802.wav,unlabelled
6.44E+00,4.61E+00,8.08E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T100000+1000_REC_1998.443_2002.943.wav,unlabelled
5.62E+00,5.08E+00,8.45E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T100000+1000_REC_2266.589_2271.089.wav,unlabelled
6.36E+00,6.14E+00,6.08E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T100000+1000_REC_4441.811_4446.311.wav,unlabelled
5.34E+00,5.42E+00,8.47E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T100000+1000_REC_5640.097_5644.597.wav,unlabelled
6.58E+00,5.04E+00,7.16E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T120000+1000_REC_2645.565_2650.065.wav,unlabelled
6.85E+00,5.61E+00,6.84E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T120000+1000_REC_4373.215_4377.715.wav,unlabelled
6.73E+00,5.89E+00,6.89E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T120000+1000_REC_4531.071_4535.571.wav,unlabelled
6.11E+00,4.34E+00,7.01E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T120000+1000_REC_4619.105_4623.605.wav,unlabelled
5.32E+00,5.42E+00,8.42E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T140000+1000_REC_250.656_255.156.wav,unlabelled
5.41E+00,6.04E+00,6.71E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T140000+1000_REC_2689.004_2693.504.wav,unlabelled
5.59E+00,5.14E+00,8.51E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T140000+1000_REC_4808.574_4813.074.wav,unlabelled
6.32E+00,7.70E+00,6.60E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T140000+1000_REC_5429.661_5434.161.wav,unlabelled
4.60E+00,6.88E+00,7.37E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T160000+1000_REC_1885.03_1889.53.wav,unlabelled
5.79E+00,6.29E+00,7.33E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T160000+1000_REC_4091.682_4096.182.wav,unlabelled
5.49E+00,6.06E+00,7.22E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T160000+1000_REC_560.963_565.463.wav,unlabelled
5.43E+00,5.98E+00,7.77E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T160000+1000_REC_6697.607_6702.107.wav,unlabelled
5.89E+00,7.90E+00,6.56E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T180000+1000_REC_1096.922_1101.422.wav,unlabelled
5.55E+00,1.02E+01,5.76E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T180000+1000_REC_3359.292_3363.792.wav,unlabelled
6.99E+00,6.01E+00,1.84E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T180000+1000_REC_3872.06_3876.56.wav,unlabelled
5.03E+00,9.71E+00,6.84E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T180000+1000_REC_5634.117_5638.617.wav,unlabelled
5.29E+00,1.01E+01,6.57E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T200000+1000_REC_1628.216_1632.716.wav,unlabelled
5.98E+00,7.89E+00,6.63E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T200000+1000_REC_230.616_235.116.wav,unlabelled
4.17E+00,1.05E+01,7.34E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T200000+1000_REC_2958.797_2963.297.wav,unlabelled
5.93E+00,1.04E+01,5.63E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T200000+1000_REC_3852.336_3856.836.wav,unlabelled
5.23E+00,1.09E+01,6.37E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T220000+1000_REC_1762.971_1767.471.wav,unlabelled
4.32E+00,1.07E+01,7.26E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T220000+1000_REC_3906.23_3910.73.wav,unlabelled
4.28E+00,1.07E+01,7.06E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T220000+1000_REC_4141.776_4146.276.wav,unlabelled
6.02E+00,1.03E+01,5.55E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221122T220000+1000_REC_4935.965_4940.465.wav,unlabelled
5.37E+00,1.11E+01,5.98E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T000000+1000_REC_2811.494_2815.994.wav,unlabelled
4.20E+00,1.07E+01,7.09E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T000000+1000_REC_5608.926_5613.426.wav,unlabelled
4.24E+00,1.08E+01,7.04E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T000000+1000_REC_6104.211_6108.711.wav,unlabelled
5.81E+00,1.03E+01,5.79E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T000000+1000_REC_6559.442_6563.942.wav,unlabelled
5.73E+00,1.07E+01,5.76E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T020000+1000_REC_2895.311_2899.811.wav,unlabelled
4.39E+00,1.07E+01,6.98E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T020000+1000_REC_4481.592_4486.092.wav,unlabelled
4.29E+00,1.07E+01,6.95E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T020000+1000_REC_5171.211_5175.711.wav,unlabelled
4.15E+00,1.05E+01,7.38E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T020000+1000_REC_5591.929_5596.429.wav,unlabelled
4.53E+00,4.78E+00,7.58E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T040000+1000_REC_1279.338_1283.838.wav,unlabelled
3.25E+00,7.12E+00,6.80E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T040000+1000_REC_2691.962_2696.462.wav,unlabelled
4.35E+00,6.03E+00,6.58E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T040000+1000_REC_2808.559_2813.059.wav,unlabelled
3.58E+00,7.82E+00,6.79E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T040000+1000_REC_4666.72_4671.22.wav,unlabelled
4.37E+00,6.16E+00,7.41E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T060000+1000_REC_1160.339_1164.839.wav,unlabelled
5.99E+00,4.96E+00,8.06E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T060000+1000_REC_2978.631_2983.131.wav,unlabelled
5.68E+00,5.43E+00,6.53E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T060000+1000_REC_3511.869_3516.369.wav,unlabelled
5.73E+00,7.18E+00,5.45E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T060000+1000_REC_4904.776_4909.276.wav,unlabelled
6.16E+00,5.08E+00,8.20E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T080000+1000_REC_1348.496_1352.996.wav,unlabelled
5.73E+00,4.77E+00,7.47E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T080000+1000_REC_6080.191_6084.691.wav,unlabelled
6.66E+00,5.83E+00,6.81E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T080000+1000_REC_6324.255_6328.755.wav,unlabelled
6.68E+00,5.64E+00,6.95E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T080000+1000_REC_6372.684_6377.184.wav,unlabelled
5.25E+00,5.53E+00,8.39E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T100000+1000_REC_1055.239_1059.739.wav,unlabelled
5.97E+00,5.97E+00,6.09E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T100000+1000_REC_1559.963_1564.463.wav,unlabelled
6.32E+00,6.40E+00,4.07E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T100000+1000_REC_3568.308_3572.808.wav,unlabelled
5.86E+00,5.77E+00,7.70E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T100000+1000_REC_3732.126_3736.626.wav,unlabelled
7.07E+00,6.03E+00,4.15E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T120000+1000_REC_1270.933_1275.433.wav,unlabelled
5.47E+00,4.65E+00,9.12E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T120000+1000_REC_1946.021_1950.521.wav,unlabelled
5.87E+00,4.62E+00,7.67E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T120000+1000_REC_3433.454_3437.954.wav,unlabelled
5.70E+00,5.21E+00,8.42E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T120000+1000_REC_6020.849_6025.349.wav,unlabelled
5.20E+00,4.61E+00,7.46E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T140000+1000_REC_1158.735_1163.235.wav,unlabelled
5.99E+00,4.74E+00,6.16E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T140000+1000_REC_3425.025_3429.525.wav,unlabelled
8.48E+00,5.68E+00,3.24E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T140000+1000_REC_5634.756_5639.256.wav,unlabelled
4.77E+00,6.89E+00,6.58E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T140000+1000_REC_6901.259_6905.759.wav,unlabelled
4.42E+00,5.46E+00,7.58E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T160000+1000_REC_2853.061_2857.561.wav,unlabelled
4.37E+00,9.75E+00,7.25E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T160000+1000_REC_2916.563_2921.063.wav,unlabelled
5.56E+00,4.92E+00,9.02E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T160000+1000_REC_5595.441_5599.941.wav,unlabelled
4.31E+00,1.00E+01,7.04E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T160000+1000_REC_6845.351_6849.851.wav,unlabelled
5.16E+00,1.02E+01,6.36E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T180000+1000_REC_1018.638_1023.138.wav,unlabelled
5.58E+00,1.02E+01,5.74E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T180000+1000_REC_5961.069_5965.569.wav,unlabelled
4.75E+00,1.11E+01,6.59E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T180000+1000_REC_6326.566_6331.066.wav,unlabelled
6.25E+00,9.88E+00,5.38E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T180000+1000_REC_7080.084_7084.584.wav,unlabelled
4.87E+00,1.12E+01,6.41E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T200000+1000_REC_285.775_290.275.wav,unlabelled
4.31E+00,1.05E+01,6.90E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T200000+1000_REC_4447.2_4451.7.wav,unlabelled
5.03E+00,1.04E+01,6.88E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T200000+1000_REC_6192.646_6197.146.wav,unlabelled
5.16E+00,1.08E+01,6.37E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T200000+1000_REC_6576.163_6580.663.wav,unlabelled
4.68E+00,1.09E+01,6.36E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T220000+1000_REC_1894.415_1898.915.wav,unlabelled
4.64E+00,1.10E+01,6.80E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T220000+1000_REC_4275.052_4279.552.wav,unlabelled
4.75E+00,1.09E+01,6.52E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T220000+1000_REC_5844.967_5849.467.wav,unlabelled
5.40E+00,1.05E+01,6.42E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221123T220000+1000_REC_781.773_786.273.wav,unlabelled
5.40E+00,1.05E+01,6.44E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T000000+1000_REC_3451.694_3456.194.wav,unlabelled
4.78E+00,1.02E+01,6.39E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T000000+1000_REC_3953.783_3958.283.wav,unlabelled
4.95E+00,1.06E+01,6.63E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T000000+1000_REC_47.648_52.148.wav,unlabelled
4.40E+00,1.07E+01,7.21E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T000000+1000_REC_542.399_546.899.wav,unlabelled
4.92E+00,1.13E+01,6.36E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T020000+1000_REC_1186.199_1190.699.wav,unlabelled
5.11E+00,1.01E+01,6.25E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T020000+1000_REC_2247.081_2251.581.wav,unlabelled
5.76E+00,8.14E+00,6.58E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T020000+1000_REC_5655.774_5660.274.wav,unlabelled
6.02E+00,1.03E+01,5.50E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T020000+1000_REC_867.238_871.738.wav,unlabelled
5.04E+00,4.65E+00,7.43E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T040000+1000_REC_2843.299_2847.799.wav,unlabelled
4.87E+00,1.01E+01,6.00E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T040000+1000_REC_300.857_305.357.wav,unlabelled
2.83E+00,7.00E+00,7.73E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T040000+1000_REC_3809.655_3814.155.wav,unlabelled
3.17E+00,6.95E+00,7.34E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T040000+1000_REC_5652.808_5657.308.wav,unlabelled
4.31E+00,4.35E+00,4.61E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T060000+1000_REC_2428.744_2433.244.wav,unlabelled
3.80E+00,7.82E+00,6.63E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T060000+1000_REC_4660.855_4665.355.wav,unlabelled
5.33E+00,7.31E+00,4.94E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T060000+1000_REC_6482.559_6487.059.wav,unlabelled
6.82E+00,4.47E+00,3.94E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T060000+1000_REC_7142.798_7147.298.wav,unlabelled
5.18E+00,4.55E+00,4.46E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T080000+1000_REC_2847.718_2852.218.wav,unlabelled
7.47E+00,6.09E+00,2.05E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T080000+1000_REC_5096.168_5100.668.wav,unlabelled
6.48E+00,5.95E+00,6.09E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T080000+1000_REC_5352.328_5356.828.wav,unlabelled
7.26E+00,5.63E+00,4.61E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T080000+1000_REC_6304.302_6308.802.wav,unlabelled
5.61E+00,5.36E+00,4.77E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T100000+1000_REC_3915.515_3920.015.wav,unlabelled
6.57E+00,4.77E+00,7.94E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T100000+1000_REC_4679.084_4683.584.wav,unlabelled
5.84E+00,5.80E+00,6.36E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T100000+1000_REC_5687.746_5692.246.wav,unlabelled
4.29E+00,7.31E+00,6.77E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T100000+1000_REC_6816.305_6820.805.wav,unlabelled
4.88E+00,6.57E+00,7.03E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T120000+1000_REC_1942.579_1947.079.wav,unlabelled
4.69E+00,4.64E+00,7.67E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T120000+1000_REC_2253.581_2258.081.wav,unlabelled
6.32E+00,7.16E+00,3.33E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T120000+1000_REC_347.147_351.647.wav,unlabelled
6.11E+00,5.56E+00,6.06E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T120000+1000_REC_6682.366_6686.866.wav,unlabelled
6.34E+00,5.72E+00,7.05E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T140000+1000_REC_1698.357_1702.857.wav,unlabelled
4.37E+00,7.14E+00,6.88E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T140000+1000_REC_4620.447_4624.947.wav,unlabelled
4.37E+00,9.66E+00,7.26E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T140000+1000_REC_6550.743_6555.243.wav,unlabelled
5.83E+00,5.29E+00,8.08E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T140000+1000_REC_6927.168_6931.668.wav,unlabelled
4.71E+00,6.95E+00,6.63E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T160000+1000_REC_1271.241_1275.741.wav,unlabelled
4.78E+00,5.91E+00,8.25E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T160000+1000_REC_18.689_23.189.wav,unlabelled
4.63E+00,6.87E+00,6.71E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T160000+1000_REC_5939.825_5944.325.wav,unlabelled
4.71E+00,6.92E+00,6.63E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T160000+1000_REC_6081.694_6086.194.wav,unlabelled
4.64E+00,6.83E+00,6.68E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T180000+1000_REC_170.392_174.892.wav,unlabelled
4.06E+00,7.67E+00,-1.81E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T180000+1000_REC_4335.841_4340.341.wav,unlabelled
4.04E+00,7.61E+00,-1.61E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T180000+1000_REC_5270.579_5275.079.wav,unlabelled
4.13E+00,1.06E+01,7.15E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T180000+1000_REC_5622.173_5626.673.wav,unlabelled
4.53E+00,1.04E+01,6.66E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T200000+1000_REC_1441.457_1445.957.wav,unlabelled
5.18E+00,1.02E+01,6.01E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T200000+1000_REC_1842.735_1847.235.wav,unlabelled
6.22E+00,9.78E+00,5.53E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T200000+1000_REC_1983.546_1988.046.wav,unlabelled
4.59E+00,1.06E+01,6.66E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T200000+1000_REC_2762.984_2767.484.wav,unlabelled
6.65E+00,1.01E+01,5.40E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T220000+1000_REC_1406.701_1411.201.wav,unlabelled
5.50E+00,1.01E+01,6.36E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T220000+1000_REC_3860.618_3865.118.wav,unlabelled
5.55E+00,1.04E+01,5.79E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T220000+1000_REC_6586.759_6591.259.wav,unlabelled
5.00E+00,1.07E+01,6.32E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221124T220000+1000_REC_6621.84_6626.34.wav,unlabelled
5.53E+00,1.00E+01,6.30E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221125T000000+1000_REC_1248.404_1252.904.wav,unlabelled
4.83E+00,1.02E+01,6.31E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221125T000000+1000_REC_2054.428_2058.928.wav,unlabelled
5.34E+00,9.75E+00,5.84E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221125T000000+1000_REC_5796.226_5800.726.wav,unlabelled
5.86E+00,1.02E+01,5.78E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221125T000000+1000_REC_640.311_644.811.wav,unlabelled
