0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,sound_paths
0.092119522,0.534346499,0.542514624,0.455114244,0.613416284,0.497720537,0.483429228,0.729393583,0.399217131,0.417747461,0.369501683,0.619412057,0.340443245,0.346768358,0.394929378,0.369475886,0.334689379,0.345837857,0.385364984,0.375880357,0.387042699,0.370783904,0.364184122,0.38050172,0.372332958,0.392576948,0.360621626,0.358756492,0.369291488,0.371899466,0.381545444,0.375340982,0.382316085,0.381019097,0.383087502,0.377269351,0.376307284,0.369119015,0.374885608,D:\PhD-data\wambiana-unlabelled-2sec\chunkWambiana_DryA_20220612T000000+1000_REC_1270.306_1274.806.wav0.wav
0.079904596,0.52134069,0.525569139,0.426271866,0.620168231,0.503304265,0.505438978,0.739599526,0.402894531,0.427152972,0.397353769,0.654044127,0.357441541,0.364330594,0.406089379,0.380334334,0.342598713,0.360214978,0.362212866,0.343594752,0.380295938,0.395534343,0.3838328,0.374850405,0.36135063,0.382483313,0.358413258,0.355766483,0.364206836,0.365377053,0.368577333,0.364924476,0.363725553,0.353431189,0.357489393,0.358821947,0.358248827,0.359615133,0.360413993,D:\PhD-data\wambiana-unlabelled-2sec\chunkWambiana_DryA_20220612T000000+1000_REC_1270.306_1274.806.wav1.wav
0.087408567,0.525938742,0.542752549,0.458927679,0.624958095,0.501819257,0.490392719,0.731289637,0.413959852,0.457851807,0.355725466,0.610146506,0.346757485,0.308082985,0.342027928,0.340883326,0.338496958,0.344894483,0.378178543,0.349778882,0.375794558,0.35015472,0.35214476,0.390048377,0.379698869,0.362601197,0.354134352,0.354007325,0.359457562,0.36278635,0.365225105,0.353743147,0.352009141,0.352356134,0.364993451,0.361587801,0.34954582,0.352508396,0.359521619,D:\PhD-data\wambiana-unlabelled-2sec\chunkWambiana_DryA_20220612T000000+1000_REC_2547.711_2552.211.wav0.wav
0.080471819,0.520560109,0.536306542,0.447568097,0.629152716,0.505842411,0.5135582,0.741749433,0.408826713,0.438154758,0.363928611,0.61598511,0.339081238,0.343508118,0.402861961,0.391807266,0.355465385,0.370490281,0.372113357,0.35536839,0.376773778,0.359736867,0.350271331,0.370658397,0.337833654,0.33193861,0.344575517,0.34788619,0.358104136,0.356249631,0.358486195,0.355475314,0.35746175,0.35699983,0.365735223,0.35906453,0.352898603,0.352963336,0.358516862,D:\PhD-data\wambiana-unlabelled-2sec\chunkWambiana_DryA_20220612T000000+1000_REC_2547.711_2552.211.wav1.wav
0.111131122,0.554853621,0.555492797,0.466155203,0.636172034,0.50921304,0.503054081,0.731958121,0.401953138,0.434981449,0.384859731,0.637898869,0.368148893,0.287937353,0.300880597,0.293110097,0.291000658,0.26153138,0.277838586,0.288545693,0.326936013,0.344930375,0.329508188,0.314260447,0.28941381,0.285256075,0.276247319,0.278837652,0.29397003,0.295381857,0.289432414,0.27987449,0.288694812,0.283233432,0.287499608,0.284530982,0.282478483,0.281552606,0.27962979,D:\PhD-data\wambiana-unlabelled-2sec\chunkWambiana_DryA_20220612T000000+1000_REC_2832.853_2837.353.wav0.wav
0.094479232,0.534501056,0.545118584,0.466341439,0.639638454,0.507575756,0.501301596,0.734616336,0.428550103,0.452437653,0.383063289,0.615523652,0.348956809,0.309221083,0.329367233,0.303287601,0.314290945,0.338847745,0.345850016,0.330701101,0.336437948,0.339809728,0.340540076,0.350688067,0.319681086,0.301714841,0.297024052,0.298967489,0.305475829,0.302277617,0.297919098,0.300192298,0.300009139,0.292902328,0.304923584,0.306094133,0.305213361,0.30144694,0.307842988,D:\PhD-data\wambiana-unlabelled-2sec\chunkWambiana_DryA_20220612T000000+1000_REC_2832.853_2837.353.wav1.wav
0.093724217,0.531882617,0.530798823,0.470806829,0.635448383,0.510016466,0.485008571,0.720763635,0.402733169,0.420076298,0.379089994,0.632032196,0.324910481,0.340739689,0.403412599,0.396429478,0.334551713,0.337973749,0.381560098,0.388730969,0.385302771,0.351233839,0.349514606,0.375794529,0.345067977,0.344151827,0.352144968,0.353667559,0.353589404,0.349734494,0.354225168,0.348861232,0.354109305,0.355488336,0.353876571,0.351136708,0.349371757,0.348150131,0.353896754,D:\PhD-data\wambiana-unlabelled-2sec\chunkWambiana_DryA_20220612T000000+1000_REC_5680.115_5684.615.wav0.wav
0.08036407,0.522386536,0.520881658,0.443344541,0.633646978,0.501890542,0.494173126,0.730820079,0.398297582,0.418716683,0.374538852,0.60919926,0.33080854,0.357088094,0.375907555,0.38398394,0.391799797,0.384559709,0.423105787,0.404551176,0.423614556,0.396184538,0.391226284,0.410957451,0.373935304,0.395332696,0.39247868,0.386522481,0.393088154,0.396635275,0.400883739,0.395134398,0.395511437,0.389311613,0.396973919,0.390053395,0.392741149,0.387471912,0.386151239,D:\PhD-data\wambiana-unlabelled-2sec\chunkWambiana_DryA_20220612T000000+1000_REC_5680.115_5684.615.wav1.wav
0.078687798,0.521751361,0.518216845,0.442640475,0.638435097,0.509583848,0.520856409,0.72736343,0.403043383,0.404690429,0.369231747,0.621617813,0.333280636,0.350657752,0.367871242,0.358643496,0.364942383,0.373906363,0.378007834,0.385121025,0.397903196,0.38282974,0.410389136,0.416202558,0.3937802,0.383268015,0.371753842,0.376665971,0.388089134,0.381808651,0.377324793,0.375697447,0.382666278,0.378738823,0.380217364,0.377483722,0.379441268,0.387426451,0.390300893,D:\PhD-data\wambiana-unlabelled-2sec\chunkWambiana_DryA_20220612T020000+1000_REC_1928.227_1932.727.wav0.wav
0.084412366,0.522062568,0.522141349,0.450090705,0.623615305,0.513634255,0.498500394,0.726176604,0.414316221,0.44736796,0.374789867,0.62020881,0.315476673,0.315709396,0.354148211,0.38826819,0.365167684,0.366726934,0.398514447,0.413227473,0.416737345,0.389673507,0.39313773,0.380441772,0.345857228,0.345035848,0.366984234,0.366384138,0.374989368,0.373416234,0.375947163,0.374841254,0.380230878,0.375290283,0.380354953,0.378727674,0.380351107,0.377020569,0.382505009,D:\PhD-data\wambiana-unlabelled-2sec\chunkWambiana_DryA_20220612T020000+1000_REC_1928.227_1932.727.wav1.wav
0.080163194,0.520477461,0.518619989,0.445037157,0.631772785,0.51888011,0.518957492,0.726716997,0.363694763,0.390694394,0.354222421,0.599806628,0.3366932,0.38567747,0.426734564,0.406679022,0.371568534,0.375892207,0.416514534,0.388223457,0.424266976,0.452743281,0.435660899,0.438701191,0.427231949,0.428353266,0.389201131,0.392697285,0.401449823,0.402275127,0.402242099,0.399917244,0.404462997,0.40328279,0.403113362,0.402212716,0.407437405,0.40113214,0.405770487,D:\PhD-data\wambiana-unlabelled-2sec\chunkWambiana_DryA_20220612T020000+1000_REC_2808.935_2813.435.wav0.wav
0.085959338,0.526518418,0.52052229,0.444087165,0.620829969,0.507288215,0.49974173,0.741150005,0.399014476,0.408339444,0.337944916,0.610072111,0.339558569,0.357284105,0.403877012,0.393128991,0.359490501,0.375147199,0.423765175,0.410164934,0.443364554,0.415934278,0.397672743,0.403447012,0.388778215,0.385683456,0.383135392,0.390453053,0.397719254,0.397587485,0.393027976,0.390808905,0.395105799,0.390919782,0.398845849,0.388356567,0.38988676,0.39167206,0.394521927,D:\PhD-data\wambiana-unlabelled-2sec\chunkWambiana_DryA_20220612T020000+1000_REC_2808.935_2813.435.wav1.wav
0.089191818,0.523903458,0.524666512,0.467262369,0.616409821,0.51621911,0.498715246,0.732273377,0.403762409,0.421385303,0.358489299,0.602546632,0.313186945,0.37613227,0.412732942,0.376495945,0.360761555,0.362168015,0.373802249,0.39666313,0.381781117,0.352673442,0.366063019,0.411522712,0.395997111,0.414309618,0.370866672,0.369682764,0.379915576,0.383810026,0.381470864,0.37748879,0.379469428,0.383510292,0.394148484,0.38062173,0.381118164,0.384537615,0.390991847,D:\PhD-data\wambiana-unlabelled-2sec\chunkWambiana_DryA_20220612T020000+1000_REC_683.787_688.287.wav0.wav
