x,y,z,class,sound_path
1.06E+00,1.31E+01,-1.36E+01,biophony,
-8.89E+00,1.66E+00,-8.04E+00,biophony,
-2.00E+00,1.39E+01,1.97E+00,biophony,
-7.76E+00,2.23E+00,-1.01E+01,biophony,
-6.58E+00,-2.32E-01,-7.70E+00,biophony,
-3.28E+00,-5.32E+00,-3.37E+00,biophony,
-3.97E-01,8.46E+00,-1.39E+01,biophony,
-5.51E+00,-7.04E-02,-4.63E+00,biophony,
6.64E-01,1.09E+01,-9.46E+00,biophony,
9.13E-01,8.42E+00,-5.12E+00,biophony,
6.05E-01,1.16E+01,-1.73E+00,biophony,
2.80E+00,1.12E+01,-4.30E+00,biophony,
-8.79E+00,-2.58E-01,-4.37E+00,biophony,
-1.16E+01,-5.88E-01,-7.68E+00,biophony,
-8.74E+00,-8.15E-01,-9.06E+00,biophony,
-4.06E+00,-2.59E+00,9.12E-03,biophony,
-1.29E+00,8.58E-01,-1.33E+01,biophony,
7.71E+00,2.92E+00,-3.88E+00,biophony,
4.99E+00,5.89E+00,-4.95E+00,biophony,
4.62E+00,5.98E+00,-1.43E+01,biophony,
5.50E+00,6.97E+00,-4.51E+00,biophony,
-2.63E-01,9.85E+00,-1.39E+01,biophony,
6.34E-01,7.66E+00,-9.43E+00,biophony,
5.50E+00,7.18E+00,-4.40E+00,biophony,
1.64E+00,1.06E+01,-1.21E+01,biophony,
9.65E-01,-1.16E-01,-2.24E+00,biophony,
-3.13E+00,4.65E+00,-1.07E+01,biophony,
-3.76E-01,7.12E+00,-1.04E+01,biophony,
-1.04E-02,6.31E+00,-5.47E+00,biophony,
2.21E+00,6.97E+00,-8.09E+00,biophony,
4.37E+00,5.16E+00,-6.62E+00,biophony,
4.29E+00,1.01E+01,-7.41E+00,biophony,
3.83E+00,1.03E+01,-6.86E+00,biophony,
6.61E+00,1.89E+00,-1.63E+01,biophony,
3.40E+00,7.54E+00,-1.06E+01,biophony,
4.74E+00,7.32E+00,-1.27E+01,biophony,
2.99E+00,7.49E+00,-1.57E+01,biophony,
8.63E+00,1.46E+00,-1.67E+01,biophony,
4.60E+00,7.22E+00,-1.29E+01,biophony,
8.53E+00,3.12E+00,-1.23E+01,biophony,
1.05E+01,1.61E-01,-7.30E+00,biophony,
5.90E+00,6.24E+00,-4.74E+00,biophony,
3.60E+00,8.40E+00,-6.61E+00,biophony,
2.51E+00,4.81E+00,-1.12E+01,biophony,
1.37E+01,1.93E+01,-1.44E+01,biophony,
5.29E+00,7.55E+00,-1.00E+01,biophony,
4.97E+00,7.21E+00,-1.34E+01,biophony,
4.82E+00,9.82E+00,-7.72E+00,biophony,
4.41E+00,1.07E+00,-1.65E+01,biophony,
3.27E+00,1.08E+01,-4.97E+00,biophony,
3.20E+00,6.92E+00,-1.58E+01,biophony,
5.60E+00,8.44E+00,-1.01E+01,biophony,
8.14E+00,1.28E+01,-6.35E+00,biophony,
3.86E+00,3.53E+00,-1.49E+01,biophony,
6.02E+00,4.76E+00,-1.46E+01,biophony,
6.81E+00,4.71E+00,1.93E-01,biophony,
5.52E+00,7.42E+00,-1.07E+01,biophony,
1.39E+00,8.57E+00,-1.54E+01,biophony,
6.90E+00,6.21E+00,-5.34E+00,biophony,
1.44E+00,9.35E+00,-1.21E+01,biophony,
1.34E+00,-6.32E-01,-1.46E+01,biophony,
6.49E+00,2.16E+00,-1.17E+01,biophony,
1.30E+00,1.26E+00,-1.26E+01,biophony,
1.24E+01,-1.48E+00,-7.01E+00,biophony,
4.84E+00,3.96E+00,-1.07E+01,biophony,
7.31E+00,2.50E+00,-1.17E+01,biophony,
3.97E+00,1.16E+01,-4.33E+00,biophony,
4.82E+00,4.71E+00,-1.36E+01,biophony,
4.65E+00,1.05E+01,-5.80E+00,biophony,
3.30E+00,-7.35E-01,-9.55E+00,biophony,
2.42E+00,8.06E+00,-8.70E+00,biophony,
2.80E+00,1.09E+01,-6.09E+00,biophony,
4.13E+00,8.01E-01,-1.68E+01,biophony,
3.77E+00,1.16E+01,-4.60E+00,biophony,
8.35E+00,2.92E+00,-1.28E+01,biophony,
5.13E+00,2.56E+00,-1.36E+01,biophony,
3.52E+00,2.30E+00,-1.64E+01,biophony,
-1.00E+00,6.42E+00,-5.00E+00,biophony,
3.88E+00,1.10E+01,-4.40E+00,biophony,
2.98E+00,9.73E+00,-6.79E+00,biophony,
3.15E+00,9.91E+00,-6.71E+00,biophony,
4.06E+00,1.05E+01,-5.22E+00,biophony,
5.95E+00,4.49E-01,-1.68E+01,biophony,
3.13E+00,1.09E+01,-6.02E+00,biophony,
5.93E+00,9.82E+00,-1.49E+01,biophony,
8.47E+00,8.50E+00,-1.10E+01,biophony,
4.30E+00,1.04E+01,-6.02E+00,biophony,
9.47E-01,1.22E+00,-5.35E+00,biophony,
7.54E+00,1.93E+00,-1.66E+01,biophony,
6.10E+00,-3.37E+00,-1.25E+01,biophony,
3.64E+00,3.52E-01,-1.72E+01,biophony,
5.98E+00,3.07E+00,-1.62E+01,biophony,
5.25E+00,7.83E+00,-9.96E+00,biophony,
6.08E+00,6.06E-01,-1.74E+01,biophony,
3.37E+00,2.19E+00,-1.64E+01,biophony,
7.25E+00,1.61E+00,-1.51E+01,biophony,
6.26E+00,9.98E+00,-1.01E+01,biophony,
4.19E+00,5.46E+00,-1.52E+01,biophony,
5.95E+00,6.00E-01,-1.47E+01,biophony,
3.24E+00,6.04E+00,-1.27E+01,biophony,
2.95E+00,1.11E+01,-6.12E+00,biophony,
2.03E+00,1.75E+00,-1.56E+01,biophony,
2.02E+00,8.24E+00,-1.53E+01,biophony,
3.82E+00,1.10E+01,-5.79E+00,biophony,
1.76E+00,7.86E+00,-1.09E+01,biophony,
4.03E+00,8.07E+00,-7.52E+00,biophony,
4.36E+00,4.31E+00,-1.51E+01,biophony,
3.58E+00,1.09E+01,-4.71E+00,biophony,
3.44E+00,5.40E-01,-1.51E+01,biophony,
1.25E+00,-8.58E-01,-1.41E+01,biophony,
3.83E+00,1.15E+01,-4.36E+00,biophony,
1.52E+00,9.33E+00,-1.42E+01,biophony,
1.12E+00,9.01E+00,-1.47E+01,biophony,
6.87E+00,7.83E+00,-1.17E+01,biophony,
5.02E+00,4.83E+00,-1.23E+01,biophony,
8.26E+00,8.59E+00,-1.07E+01,biophony,
1.44E-01,2.95E+00,-1.10E+01,biophony,
6.48E+00,2.09E+00,-1.41E+01,biophony,
3.85E+00,3.50E+00,-1.20E+01,biophony,
3.64E+00,1.12E+01,-4.59E+00,biophony,
2.51E+00,9.08E+00,-1.10E+01,biophony,
1.54E+00,9.37E+00,-1.22E+01,biophony,
2.77E+00,-1.05E+00,-1.10E+01,biophony,
2.75E-01,3.02E+00,-4.69E+00,biophony,
7.54E-01,-7.04E-01,-1.45E+01,biophony,
1.49E+00,1.16E+00,-1.59E+01,biophony,
8.39E+00,3.40E+00,-1.26E+01,biophony,
3.36E+00,6.01E+00,-7.19E+00,biophony,
5.09E+00,7.94E+00,-1.02E+01,biophony,
4.02E+00,1.14E+01,-4.44E+00,biophony,
6.10E+00,2.31E+00,-1.31E+01,biophony,
3.26E+00,1.12E+01,-6.93E+00,biophony,
4.19E+00,1.19E+01,-4.22E+00,biophony,
5.39E+00,2.37E+00,-1.36E+01,biophony,
3.86E+00,7.41E+00,-1.40E+01,biophony,
3.82E+00,1.00E+01,-6.56E+00,biophony,
5.19E+00,7.08E+00,-1.09E+01,biophony,
2.82E+00,-2.84E-02,-6.82E+00,biophony,
7.25E+00,2.47E+00,-1.15E+01,biophony,
5.64E+00,6.97E-01,-1.48E+01,biophony,
5.16E+00,3.06E+00,-1.82E+01,biophony,
6.13E+00,-2.18E-02,-1.58E+01,biophony,
6.34E+00,4.84E+00,-1.28E+01,biophony,
5.11E+00,3.01E+00,-1.47E+01,biophony,
6.02E+00,3.13E+00,-1.39E+01,biophony,
5.05E+00,3.20E+00,-1.68E+01,biophony,
5.01E+00,3.38E+00,-1.69E+01,biophony,
6.26E+00,4.75E-02,-1.57E+01,biophony,
5.47E+00,2.78E+00,-1.70E+01,biophony,
4.75E+00,1.30E+00,-1.38E+01,biophony,
5.60E+00,3.92E+00,-1.88E+01,biophony,
6.02E+00,2.75E+00,-1.49E+01,biophony,
3.55E+00,5.07E+00,-1.38E+01,biophony,
7.09E+00,8.37E+00,-1.16E+01,biophony,
3.91E+00,1.08E+01,-4.93E+00,biophony,
3.90E+00,2.19E+00,-1.86E+01,biophony,
4.19E+00,8.98E+00,-6.51E+00,biophony,
2.79E+00,-1.20E+00,-1.36E+01,biophony,
3.95E+00,1.15E+01,-4.84E+00,biophony,
2.33E+00,-4.17E+00,-1.19E+01,biophony,
3.75E+00,2.50E+00,-1.52E+01,biophony,
6.78E+00,-1.15E+00,-1.10E+01,biophony,
4.53E+00,3.22E+00,-1.29E+01,biophony,
3.61E+00,1.16E+01,-4.52E+00,biophony,
4.34E+00,1.18E+01,-4.12E+00,biophony,
4.01E+00,1.16E+01,-4.39E+00,biophony,
2.38E-01,6.52E+00,-1.03E+01,biophony,
3.95E+00,1.17E+01,-4.34E+00,biophony,
3.91E+00,1.16E+01,-4.38E+00,biophony,
3.94E+00,1.17E+01,-4.28E+00,biophony,
4.87E+00,-1.15E+00,-5.41E+00,biophony,
3.28E+00,7.34E+00,-1.55E+01,biophony,
3.56E+00,-5.76E+00,-1.04E+01,biophony,
3.64E+00,-5.73E+00,-1.08E+01,biophony,
2.74E+00,1.96E-01,-1.45E+01,biophony,
2.62E+00,3.95E+00,-1.45E+01,biophony,
4.32E+00,1.19E+01,-4.15E+00,biophony,
-4.19E+00,-7.16E+00,-3.40E+00,biophony,
1.39E+00,4.79E+00,-1.68E+00,biophony,
1.70E+00,4.93E+00,-5.66E+00,biophony,
6.65E+00,4.73E+00,2.67E-01,biophony,
4.30E+00,1.17E+01,-3.94E+00,biophony,
2.77E+00,-9.14E-01,-9.40E+00,biophony,
4.43E+00,7.78E+00,-3.86E+00,biophony,
4.12E+00,3.03E+00,-2.46E+00,biophony,
3.81E+00,-6.91E+00,-4.37E+00,biophony,
1.92E+00,5.09E+00,-4.95E+00,biophony,
6.58E+00,6.10E+00,-5.25E+00,biophony,
2.71E+00,6.73E+00,-5.30E+00,biophony,
7.82E+00,9.47E+00,-1.04E+01,biophony,
2.28E+00,1.09E+01,-1.44E+01,biophony,
9.36E-01,6.22E+00,-9.59E+00,biophony,
1.79E+00,-3.62E+00,-4.93E+00,biophony,
2.25E+00,9.47E-01,-5.15E+00,biophony,
3.52E+00,4.33E+00,-3.80E+00,biophony,
2.92E+00,-3.56E+00,-4.79E+00,biophony,
4.34E+00,2.79E+00,-1.12E+01,biophony,
3.56E+00,-6.46E+00,-5.44E+00,biophony,
3.66E+00,-5.79E+00,-1.07E+01,biophony,
3.05E+00,2.32E-01,-1.68E+01,biophony,
9.93E-01,6.30E+00,-1.52E+01,biophony,
6.50E-01,2.58E+00,-6.34E+00,biophony,
1.89E+00,-3.77E+00,-5.13E+00,biophony,
6.33E+00,-5.09E+00,-4.10E+00,biophony,
4.20E+00,4.85E-01,-1.68E+01,biophony,
2.35E+00,-2.34E+00,-7.33E+00,biophony,
-3.12E-01,7.27E+00,-1.45E+01,biophony,
5.73E+00,-1.70E+00,-6.09E+00,biophony,
6.73E-01,6.28E+00,-9.50E+00,biophony,
-1.96E+00,-8.69E+00,-7.18E+00,biophony,
1.05E+01,5.14E+00,-1.13E+01,biophony,
9.06E-01,8.42E+00,-1.03E+01,biophony,
2.38E+00,7.94E+00,-1.56E+01,biophony,
8.43E+00,2.91E+00,-1.69E+01,biophony,
5.93E+00,5.56E-01,-1.74E+01,biophony,
1.69E+00,8.38E+00,-1.54E+01,biophony,
6.75E+00,6.79E+00,-5.17E+00,biophony,
1.63E+00,6.40E+00,-1.08E+01,biophony,
2.71E+00,5.43E+00,-1.55E+01,biophony,
4.16E+00,6.71E-01,-1.68E+01,biophony,
4.11E+00,2.79E+00,-1.12E+01,biophony,
8.52E+00,3.46E+00,-1.29E+01,biophony,
8.66E-01,8.62E+00,-1.08E+01,biophony,
6.18E+00,2.63E+00,-1.51E+01,biophony,
2.22E+00,8.07E+00,-1.55E+01,biophony,
7.30E+00,1.01E+01,-5.57E+00,biophony,
6.18E+00,8.33E+00,-1.12E+01,biophony,
5.94E+00,3.63E+00,-1.58E+01,biophony,
2.85E+00,7.45E+00,-1.59E+01,biophony,
4.06E+00,6.72E+00,-1.50E+01,biophony,
7.21E+00,1.86E+00,-1.65E+01,biophony,
6.78E+00,1.91E+00,-1.65E+01,biophony,
7.50E+00,1.83E+00,-1.66E+01,biophony,
4.64E+00,3.16E+00,-1.08E+01,biophony,
6.40E-01,8.04E+00,-9.64E+00,biophony,
7.67E+00,1.11E+00,-1.65E+01,biophony,
4.73E+00,7.37E+00,-1.34E+01,biophony,
6.43E+00,3.35E-01,-1.32E+01,biophony,
4.21E+00,6.67E+00,-1.51E+01,biophony,
3.56E+00,6.70E+00,-1.56E+01,biophony,
6.12E+00,6.59E+00,-8.01E+00,biophony,
6.24E+00,6.57E+00,-8.13E+00,biophony,
2.09E-01,-1.49E+00,-1.37E+01,biophony,
-2.59E-01,7.34E+00,-1.47E+01,biophony,
2.68E+00,1.16E-02,-1.67E+01,biophony,
6.12E+00,2.70E-01,-1.60E+01,biophony,
7.55E+00,3.38E+00,-1.46E+01,biophony,
2.02E+00,1.76E-01,-1.55E+01,biophony,
2.92E+00,-5.09E-01,-1.63E+01,biophony,
7.44E+00,-2.67E+00,-1.27E+01,biophony,
4.12E+00,2.98E+00,-1.15E+01,biophony,
-4.22E+00,1.19E+01,-1.12E+01,biophony,
7.45E-01,-4.55E-01,-1.46E+01,biophony,
2.90E+00,-4.56E+00,-1.23E+01,biophony,
3.55E+00,6.10E+00,-8.94E+00,biophony,
4.22E+00,-1.36E+00,-1.04E+01,biophony,
3.43E+00,6.09E+00,-7.17E+00,biophony,
1.47E+00,-5.71E-01,-1.45E+01,biophony,
7.58E-01,3.01E+00,-4.46E+00,biophony,
1.95E+00,-2.26E+00,-9.00E+00,biophony,
3.33E+00,-3.64E+00,-4.81E+00,biophony,
-6.58E+00,3.33E-01,2.40E+00,biophony,
-2.48E-01,3.01E+00,-1.45E+01,biophony,
4.92E+00,2.11E-01,-1.55E+01,biophony,
1.92E+00,-2.59E+00,-1.42E+01,biophony,
-5.64E+00,-2.87E+00,-3.98E+00,biophony,
4.34E-01,1.06E+01,-9.15E+00,biophony,
1.64E+00,6.11E+00,-1.50E+01,biophony,
1.66E+00,1.21E+00,-1.52E+01,biophony,
1.40E+00,-6.33E-01,-1.44E+01,biophony,
-5.01E-02,2.82E+00,-1.09E+01,biophony,
8.62E+00,8.38E+00,-1.08E+01,biophony,
1.64E+00,5.60E+00,-1.07E+01,biophony,
9.67E+00,7.62E+00,-1.02E+01,biophony,
-3.55E+00,-4.02E+00,-5.59E+00,biophony,
2.51E+00,5.50E+00,-6.38E+00,biophony,
2.34E+00,5.40E-01,-1.29E+00,biophony,
-2.87E+00,-2.33E+00,-3.03E+00,biophony,
1.09E+00,1.96E+00,-5.01E+00,biophony,
1.21E+00,8.86E+00,-1.13E+01,biophony,
3.68E+00,4.71E-01,-1.63E+01,biophony,
1.95E+00,-2.32E-01,-1.47E+01,biophony,
6.83E+00,-1.71E+00,-1.41E+01,biophony,
4.10E+00,8.24E-01,-7.49E+00,biophony,
-7.22E+00,4.86E+00,2.92E+00,biophony,
2.07E+00,-2.60E+00,-1.44E+01,biophony,
2.69E+00,3.31E+00,-9.31E+00,biophony,
1.05E+01,5.68E+00,-1.10E+01,biophony,
9.17E+00,9.56E-01,-7.12E+00,biophony,
9.40E-02,2.34E+00,-5.56E+00,biophony,
3.33E+00,-3.07E-02,-1.52E+01,biophony,
6.75E+00,-6.20E-01,-8.10E+00,biophony,
6.47E+00,1.98E-01,-8.11E+00,biophony,
2.17E+00,4.49E+00,-1.70E+00,biophony,
4.50E+00,3.40E+00,-1.55E+01,biophony,
4.97E+00,7.05E-02,-1.26E+01,biophony,
8.12E+00,7.12E+00,-8.21E+00,biophony,
4.99E+00,4.96E-01,-1.42E+01,biophony,
-1.49E+00,8.25E+00,-4.31E+00,biophony,
5.88E+00,2.83E+00,-1.41E+01,biophony,
4.84E+00,6.81E-01,-1.40E+01,biophony,
3.87E+00,1.49E-01,-1.29E+01,biophony,
5.21E+00,8.04E+00,-1.14E+01,biophony,
6.26E+00,4.86E+00,-8.26E+00,biophony,
4.76E+00,5.42E+00,-1.27E+01,biophony,
3.33E+00,4.06E+00,-1.08E+01,biophony,
5.29E+00,7.82E+00,-9.87E+00,biophony,
5.21E+00,-1.27E+00,-1.46E+01,biophony,
1.49E+00,-1.57E+00,-1.60E+01,biophony,
1.10E+00,-1.23E+00,-1.37E+01,biophony,
7.78E-02,2.39E+00,-5.49E+00,biophony,
-4.64E+00,-7.68E+00,-5.16E+00,biophony,
2.39E-01,3.03E+00,-4.73E+00,biophony,
2.11E+00,-2.32E-01,-1.64E+01,biophony,
1.27E+00,2.55E+00,-4.66E+00,biophony,
1.05E+00,2.37E+00,-6.99E+00,biophony,
-5.25E+00,-9.98E+00,1.74E+00,biophony,
-6.86E+00,-4.02E+00,2.81E+00,biophony,
1.50E+00,9.06E-01,-1.57E+01,biophony,
-4.71E+00,-6.82E+00,-4.94E+00,biophony,
-3.36E+00,-2.52E+00,-3.18E+00,biophony,
3.96E+00,-1.40E+00,-1.08E+01,biophony,
1.57E+00,-2.08E-01,-1.62E+01,biophony,
2.32E+00,-2.32E+00,-4.33E+00,biophony,
2.46E+00,3.54E+00,-3.56E+00,biophony,
-9.98E+00,1.93E+00,8.79E-01,biophony,
-2.77E+00,9.60E-01,-4.05E+00,biophony,
-9.24E+00,2.78E+00,1.92E+00,biophony,
8.18E-01,-1.21E+00,-1.30E+01,biophony,
4.81E+00,3.10E+00,-7.72E+00,biophony,
2.19E-01,2.30E+00,-5.68E+00,biophony,
4.78E+00,-3.53E-02,-1.55E+01,biophony,
3.19E+00,-2.51E-01,-1.39E+00,biophony,
6.45E+00,2.47E+00,-1.21E+00,biophony,
-4.87E+00,1.23E+01,-1.02E+01,biophony,
8.07E+00,1.05E+01,-8.72E+00,biophony,
-6.85E+00,5.74E+00,2.18E+00,biophony,
3.05E+00,4.08E+00,-3.16E+00,biophony,
1.63E-01,-1.85E+00,-3.17E+00,biophony,
-7.90E+00,-6.07E+00,2.86E+00,biophony,
-1.03E+01,3.71E+00,2.15E+00,biophony,
-9.51E+00,3.18E+00,8.60E-01,biophony,
3.22E+00,4.09E+00,-3.49E+00,biophony,
-2.59E+00,-2.33E+00,-2.94E+00,biophony,
6.50E+00,-1.06E+00,-8.06E+00,biophony,
9.73E-02,-1.53E+00,-1.37E+01,biophony,
6.81E+00,1.40E+00,-6.44E+00,biophony,
6.99E+00,-4.69E+00,-4.01E+00,biophony,
8.48E+00,-3.81E+00,-3.28E+00,biophony,
8.45E+00,-4.46E+00,-2.84E+00,biophony,
-1.11E+01,2.59E+00,6.50E-01,biophony,
-9.12E+00,3.97E-01,-2.80E+00,biophony,
-6.07E+00,5.85E+00,1.80E+00,biophony,
-6.30E+00,5.68E+00,1.74E+00,biophony,
-1.03E+01,8.51E-01,-2.32E+00,biophony,
1.01E+00,1.34E+01,-1.21E+01,biophony,
-5.52E+00,-1.57E+00,6.72E+00,biophony,
-1.07E+01,3.10E+00,-4.62E-01,biophony,
-1.03E+01,3.61E+00,-6.07E-01,biophony,
-1.08E+01,2.92E+00,-1.91E-01,biophony,
-2.76E+00,1.17E+01,2.26E+00,biophony,
-7.14E+00,-3.38E-01,2.95E+00,biophony,
-1.01E+01,9.21E-01,-2.41E+00,biophony,
-2.61E+00,1.17E+01,2.24E+00,biophony,
-1.11E+01,5.92E-01,-2.13E+00,biophony,
1.04E+01,7.08E+00,-8.76E+00,biophony,
3.73E+00,1.93E+01,4.71E+00,biophony,
2.45E+00,1.62E+01,8.02E+00,biophony,
5.78E+00,7.79E+00,-1.88E+00,biophony,
4.57E+00,1.68E+01,6.82E+00,biophony,
1.40E+00,-1.50E+00,-2.37E+00,biophony,
-9.37E+00,1.70E-01,-6.98E+00,biophony,
4.86E+00,4.79E+00,-1.52E+00,biophony,
8.85E+00,9.70E+00,-7.52E+00,biophony,
3.44E+00,5.03E+00,-3.86E+00,biophony,
3.73E+00,5.16E-02,-3.10E-01,biophony,
3.81E+00,6.55E+00,-3.36E+00,biophony,
4.83E+00,8.60E+00,2.86E+00,biophony,
3.75E+00,2.67E-02,-3.25E-01,biophony,
5.52E+00,7.61E+00,-3.05E+00,biophony,
-9.28E+00,-5.69E-01,-2.96E+00,biophony,
-8.14E+00,-8.41E+00,2.95E+00,biophony,
7.90E-01,-1.64E+00,-1.28E+01,biophony,
5.98E+00,-1.93E+00,-9.09E+00,biophony,
2.17E+00,1.00E+01,-9.73E+00,biophony,
4.95E+00,8.34E+00,2.42E+00,biophony,
-3.65E+00,-3.22E+00,5.60E-01,biophony,
4.85E+00,9.32E+00,3.77E+00,biophony,
4.86E+00,9.18E+00,3.63E+00,biophony,
4.95E+00,8.35E+00,2.41E+00,biophony,
3.79E+00,-6.78E-02,-5.12E-01,biophony,
5.53E+00,-1.77E+00,-5.89E+00,biophony,
1.91E+00,1.28E+00,-5.10E+00,biophony,
6.54E+00,-4.66E+00,-5.96E+00,biophony,
3.63E+00,-1.35E-02,-2.32E-01,biophony,
2.05E+00,1.61E+01,8.11E+00,biophony,
2.46E+00,-7.33E-01,-2.21E+00,biophony,
4.81E-02,-1.52E+00,-3.92E+00,biophony,
5.85E+00,-1.84E+00,5.43E-01,biophony,
-1.98E+00,1.47E+01,6.54E+00,biophony,
2.28E+00,-8.46E-01,-2.54E+00,biophony,
1.91E+00,-1.98E+00,-2.15E+00,biophony,
1.78E+00,-2.39E+00,-3.52E+00,biophony,
2.03E+00,6.85E+00,-4.53E+00,biophony,
1.53E+00,-8.69E-01,-2.90E+00,biophony,
3.51E+00,5.19E+00,-3.82E+00,biophony,
3.02E+00,-4.05E+00,-1.13E+00,biophony,
4.71E+00,4.99E+00,-9.89E-01,biophony,
7.19E+00,-8.62E+00,5.19E+00,biophony,
4.28E+00,-3.45E+00,-2.68E+00,biophony,
6.05E+00,-3.30E+00,2.17E+00,biophony,
1.04E+01,-1.59E+00,6.06E-01,biophony,
3.77E+00,-6.91E+00,-4.57E+00,biophony,
8.55E+00,-4.27E+00,-2.79E+00,biophony,
1.65E-02,1.06E+01,8.58E-01,biophony,
2.07E+00,-1.06E+00,-2.84E+00,biophony,
4.22E+00,-1.01E+00,-3.16E+00,biophony,
3.96E+00,-8.40E-01,-3.01E+00,biophony,
1.99E+00,-2.14E+00,-1.89E+00,biophony,
4.00E+00,-5.99E+00,-4.07E+00,biophony,
6.06E+00,-3.33E+00,2.17E+00,biophony,
6.44E+00,-5.57E+00,-3.80E+00,biophony,
-8.03E-01,5.75E+00,2.25E-01,biophony,
5.26E+00,-4.64E+00,-5.67E+00,biophony,
1.31E+00,-3.16E+00,-4.72E+00,biophony,
5.06E+00,-2.24E+00,-2.75E+00,biophony,
3.73E+00,-8.86E+00,-5.58E+00,biophony,
8.06E+00,-3.00E+00,-4.57E+00,biophony,
1.89E+00,-2.16E+00,-8.96E+00,biophony,
8.53E+00,-3.05E+00,-4.64E+00,biophony,
6.89E+00,-3.23E+00,-4.71E+00,biophony,
8.03E+00,-2.17E+00,-2.26E+00,biophony,
5.53E+00,-1.59E+00,2.51E+00,biophony,
-1.02E+00,-2.48E+00,-2.63E+00,biophony,
3.71E+00,-6.84E+00,-5.69E+00,biophony,
1.84E-01,-1.31E+00,6.49E+00,biophony,
-3.26E-01,2.22E+00,-5.75E+00,biophony,
-9.20E+00,4.53E+00,4.23E+00,biophony,
-9.12E+00,4.51E+00,4.05E+00,biophony,
1.09E+00,2.25E+00,-4.72E+00,biophony,
-6.27E-01,-3.92E+00,-1.32E+00,biophony,
3.33E+00,8.94E-01,-5.37E+00,biophony,
3.02E+00,3.96E-01,-5.39E+00,biophony,
3.01E+00,1.02E+01,-9.84E-02,biophony,
2.76E+00,3.32E-01,-7.82E+00,biophony,
4.99E+00,-2.25E+00,-2.42E+00,biophony,
-7.50E-01,-1.23E-02,-3.02E+00,biophony,
-7.31E-01,-2.29E+00,-2.73E+00,biophony,
5.34E+00,-2.18E+01,-6.34E+00,biophony,
4.49E+00,-2.24E+01,-5.94E+00,biophony,
4.88E+00,-2.20E+01,-6.17E+00,biophony,
5.26E+00,-2.24E+01,-6.27E+00,biophony,
5.23E+00,-2.32E+01,-4.93E+00,biophony,
5.86E+00,-2.26E+01,-6.70E+00,biophony,
4.35E+00,-2.40E+01,-4.67E+00,biophony,
5.61E+00,-2.26E+01,-6.45E+00,biophony,
5.82E+00,-2.27E+01,-6.68E+00,biophony,
4.70E+00,-2.22E+01,-6.97E+00,biophony,
4.45E+00,-2.25E+01,-4.49E+00,biophony,
5.71E+00,-2.17E+01,-7.16E+00,biophony,
6.05E+00,-2.26E+01,-6.95E+00,biophony,
5.73E+00,-2.18E+01,-7.10E+00,biophony,
1.02E+01,-2.17E+01,-5.11E+00,biophony,
9.20E+00,-2.10E+01,-6.43E+00,biophony,
8.10E+00,-2.13E+01,-4.59E+00,biophony,
7.35E+00,-2.29E+01,-4.19E+00,biophony,
8.97E+00,-2.06E+01,-6.08E+00,biophony,
9.06E+00,-2.04E+01,-5.01E+00,biophony,
7.41E+00,-2.18E+01,-4.08E+00,biophony,
8.88E+00,-2.02E+01,-5.92E+00,biophony,
6.65E+00,-2.24E+01,-3.78E+00,biophony,
9.32E+00,-2.09E+01,-5.30E+00,biophony,
9.58E+00,-2.23E+01,-5.24E+00,biophony,
9.37E+00,-2.07E+01,-5.75E+00,biophony,
9.35E+00,-1.96E+01,-6.72E+00,biophony,
9.98E+00,-2.08E+01,-5.31E+00,biophony,
8.70E+00,-1.97E+01,-5.12E+00,biophony,
9.32E+00,-2.18E+01,-6.52E+00,biophony,
8.05E+00,-1.97E+01,-7.06E+00,biophony,
8.76E+00,-1.92E+01,-5.70E+00,biophony,
9.33E+00,-2.02E+01,-7.09E+00,biophony,
9.12E+00,-1.87E+01,-7.62E+00,biophony,
9.55E+00,-2.10E+01,-6.39E+00,biophony,
9.73E+00,-1.86E+01,-8.16E+00,biophony,
9.45E+00,-1.86E+01,-8.91E+00,biophony,
9.54E+00,-1.87E+01,-8.06E+00,biophony,
9.45E+00,-1.89E+01,-7.51E+00,biophony,
9.48E+00,-1.88E+01,-7.81E+00,biophony,
9.75E+00,-1.87E+01,-8.00E+00,biophony,
9.26E+00,-1.87E+01,-7.51E+00,biophony,
9.03E+00,-1.91E+01,-7.60E+00,biophony,
1.00E+01,-1.90E+01,-8.08E+00,biophony,
9.35E+00,-2.13E+01,-8.70E+00,biophony,
1.01E+01,-1.83E+01,-8.13E+00,biophony,
8.09E+00,-1.75E+01,-7.38E+00,biophony,
9.69E+00,-2.03E+01,-5.93E+00,biophony,
1.04E+01,-1.89E+01,-8.48E+00,biophony,
9.60E+00,-1.86E+01,-8.10E+00,biophony,
1.02E+01,-1.87E+01,-8.49E+00,biophony,
1.03E+01,-1.87E+01,-8.56E+00,biophony,
9.99E+00,-1.96E+01,-7.49E+00,biophony,
1.08E+01,-1.97E+01,-6.72E+00,biophony,
9.70E+00,-2.05E+01,-7.12E+00,biophony,
1.02E+01,-2.05E+01,-5.70E+00,biophony,
9.69E+00,-2.03E+01,-5.85E+00,biophony,
9.76E+00,-2.15E+01,-5.19E+00,biophony,
9.19E+00,-2.23E+01,-4.18E+00,biophony,
9.23E+00,-2.18E+01,-4.65E+00,biophony,
7.74E+00,-2.16E+01,-3.81E+00,biophony,
7.76E+00,-2.18E+01,-3.89E+00,biophony,
