# 1, 2
3.726731872558593750e+01,-3.099241828918457031e+01
3.549434280395507812e+01,-3.182640457153320312e+01
3.681900787353515625e+01,-3.164177131652832031e+01
3.730657958984375000e+01,-3.152091217041015625e+01
3.636262893676757812e+01,-3.277833557128906250e+01
3.511527252197265625e+01,-3.122417259216308594e+01
3.718568420410156250e+01,-3.189322471618652344e+01
3.682827377319335938e+01,-3.261370468139648438e+01
3.759128570556640625e+01,-3.139583778381347656e+01
3.620249176025390625e+01,-3.242530441284179688e+01
3.617036437988281250e+01,-3.259048080444335938e+01
3.627831268310546875e+01,-3.050597000122070312e+01
3.589476013183593750e+01,-3.262178802490234375e+01
3.664640426635742188e+01,-3.039443778991699219e+01
3.599195098876953125e+01,-3.156628990173339844e+01
3.306187057495117188e+01,-2.692473983764648438e+01
3.604048156738281250e+01,-2.863385963439941406e+01
3.335219573974609375e+01,-2.439237594604492188e+01
3.429463958740234375e+01,-2.229822158813476562e+01
3.567326354980468750e+01,-2.135079765319824219e+01
3.675032424926757812e+01,-3.117232131958007812e+01
3.629278564453125000e+01,-3.144116783142089844e+01
3.800255584716796875e+01,-3.042397689819335938e+01
3.342648696899414062e+01,-2.831011581420898438e+01
3.887199401855468750e+01,-2.996737861633300781e+01
3.320937347412109375e+01,-2.794168090820312500e+01
3.427882003784179688e+01,-2.628914642333984375e+01
3.597716522216796875e+01,-2.884440231323242188e+01
3.567291259765625000e+01,-2.144913291931152344e+01
3.786314010620117188e+01,-2.781063461303710938e+01
3.468120956420898438e+01,-1.858776855468750000e+01
4.270650482177734375e+01,-2.014084434509277344e+01
3.864089965820312500e+01,-2.791023635864257812e+01
4.307823944091796875e+01,-2.026832771301269531e+01
3.496295928955078125e+01,-2.408283996582031250e+01
3.007423019409179688e+01,-1.874602317810058594e+01
3.304645538330078125e+01,-2.520812797546386719e+01
3.065281105041503906e+01,-1.930041122436523438e+01
-6.572815418243408203e+00,-1.014139747619628906e+01
3.297388076782226562e+01,-2.557318496704101562e+01
3.276093292236328125e+01,-2.490678977966308594e+01
3.900981903076171875e+01,-2.802627944946289062e+01
2.427295303344726562e+01,-8.548851013183593750e-01
3.842879486083984375e+01,-2.072504997253417969e+01
3.059055328369140625e+01,-2.215211296081542969e+01
4.101090240478515625e+01,-2.560989761352539062e+01
3.018073463439941406e+01,-2.103066253662109375e+01
1.105996704101562500e+01,-6.802344799041748047e+00
2.430314064025878906e+01,-8.804665207862854004e-01
4.233054733276367188e+01,-2.104776954650878906e+01
3.322206878662109375e+01,-2.487877464294433594e+01
3.659832000732421875e+01,-2.446275901794433594e+01
3.662444305419921875e+01,-2.126249694824218750e+01
2.917237091064453125e+01,-2.154392242431640625e+01
1.020925140380859375e+01,-7.802183628082275391e+00
7.732775688171386719e+00,-1.127463245391845703e+01
7.397261142730712891e+00,-1.124489498138427734e+01
3.798556518554687500e+01,-2.423041343688964844e+01
4.146501541137695312e+01,-2.740909385681152344e+01
2.823678779602050781e+01,-2.003119277954101562e+01
4.162537765502929688e+01,-2.370660972595214844e+01
3.859774017333984375e+01,-2.661303329467773438e+01
3.617296218872070312e+01,-2.612387084960937500e+01
9.491885185241699219e+00,-8.479785919189453125e+00
1.032387924194335938e+01,-7.637176513671875000e+00
3.819640350341796875e+01,-2.267649459838867188e+01
4.230683517456054688e+01,-1.998349189758300781e+01
4.042808151245117188e+01,-2.464295768737792969e+01
4.204305648803710938e+01,-2.480070495605468750e+01
3.354361724853515625e+01,-2.263696479797363281e+01
4.287801361083984375e+01,-2.202145957946777344e+01
3.961478805541992188e+01,-2.293806457519531250e+01
4.068352890014648438e+01,-2.682570075988769531e+01
2.880846786499023438e+01,-9.136364936828613281e+00
3.117419815063476562e+01,-9.729934692382812500e+00
4.136997985839843750e+01,-2.258724975585937500e+01
2.969970321655273438e+01,-9.677100181579589844e+00
3.113335037231445312e+01,-1.898801612854003906e+01
4.307201766967773438e+01,-2.444496917724609375e+01
4.273783493041992188e+01,-2.395566558837890625e+01
3.076350402832031250e+01,-2.057669639587402344e+01
3.926656341552734375e+01,-2.155039405822753906e+01
3.142779350280761719e+01,-1.825403022766113281e+01
3.617692184448242188e+01,-2.337088775634765625e+01
3.970275115966796875e+01,-2.383693695068359375e+01
3.698324203491210938e+01,-2.350026130676269531e+01
3.037082481384277344e+01,-2.037834167480468750e+01
3.799963378906250000e+01,-2.333787918090820312e+01
3.661354064941406250e+01,-2.390495681762695312e+01
2.756295967102050781e+01,-1.779837226867675781e+01
4.169152069091796875e+01,-2.719444656372070312e+01
4.114940643310546875e+01,-2.209867668151855469e+01
3.958152389526367188e+01,-2.744669914245605469e+01
3.188594627380371094e+01,-2.329114151000976562e+01
2.845185279846191406e+01,-2.008556556701660156e+01
3.745495605468750000e+01,-1.989378547668457031e+01
4.144158554077148438e+01,-2.394296646118164062e+01
4.273239517211914062e+01,-2.146487236022949219e+01
3.830786895751953125e+01,-2.076753997802734375e+01
4.054189682006835938e+01,-2.134672546386718750e+01
4.035855484008789062e+01,-2.762288856506347656e+01
2.886313056945800781e+01,-2.039805030822753906e+01
4.047642517089843750e+01,-2.546742248535156250e+01
3.938298416137695312e+01,-2.597486495971679688e+01
3.609497451782226562e+01,-2.287957572937011719e+01
4.018399429321289062e+01,-2.224674987792968750e+01
3.904819869995117188e+01,-2.455983161926269531e+01
4.211351013183593750e+01,-2.807836151123046875e+01
4.235568237304687500e+01,-2.652059745788574219e+01
4.175201416015625000e+01,-2.613489913940429688e+01
4.132309722900390625e+01,-2.399003410339355469e+01
3.972197723388671875e+01,-2.778349876403808594e+01
3.988583374023437500e+01,-2.823161125183105469e+01
4.168235397338867188e+01,-2.525748443603515625e+01
4.096146774291992188e+01,-2.649408531188964844e+01
4.044424057006835938e+01,-2.346493721008300781e+01
3.482415771484375000e+01,-2.501620864868164062e+01
3.915968322753906250e+01,-2.469441604614257812e+01
3.964609146118164062e+01,-2.542317390441894531e+01
3.875997543334960938e+01,-2.653991317749023438e+01
4.345469665527343750e+01,-2.635200500488281250e+01
4.245845413208007812e+01,-2.541949081420898438e+01
3.936514663696289062e+01,-2.710484123229980469e+01
4.112472915649414062e+01,-2.803203582763671875e+01
4.074597167968750000e+01,-2.363757133483886719e+01
4.120333862304687500e+01,-2.460756683349609375e+01
3.779165267944335938e+01,-2.557126045227050781e+01
1.087948226928710938e+01,-8.870575904846191406e+00
1.078518390655517578e+01,-9.075004577636718750e+00
3.260610961914062500e+01,-8.586104393005371094e+00
3.448641586303710938e+01,-2.422985839843750000e+01
3.349977111816406250e+01,-2.370812225341796875e+01
3.559791183471679688e+01,-2.572541809082031250e+01
3.741276168823242188e+01,-2.555994987487792969e+01
3.757348632812500000e+01,-2.440165901184082031e+01
2.820640754699707031e+01,-2.012893676757812500e+01
3.533855056762695312e+01,-2.202163314819335938e+01
3.042850685119628906e+01,-8.762112617492675781e+00
2.781314849853515625e+01,-1.879407310485839844e+01
3.881513214111328125e+01,-2.004007339477539062e+01
3.213821029663085938e+01,-2.111076736450195312e+01
4.236374664306640625e+01,-2.715391921997070312e+01
4.178776550292968750e+01,-2.685704803466796875e+01
4.326102066040039062e+01,-2.769941520690917969e+01
3.930478286743164062e+01,-2.332770347595214844e+01
3.990716552734375000e+01,-2.563779258728027344e+01
3.528313446044921875e+01,-2.357162284851074219e+01
3.902268218994140625e+01,-1.970946121215820312e+01
3.262257766723632812e+01,-8.511811256408691406e+00
3.482706832885742188e+01,-1.842713356018066406e+01
3.840503311157226562e+01,-1.870545959472656250e+01
3.893972015380859375e+01,-2.566546440124511719e+01
3.804652786254882812e+01,-2.553873252868652344e+01
3.883041763305664062e+01,-2.532725906372070312e+01
1.333849239349365234e+01,1.234496021270751953e+01
1.456743526458740234e+01,1.037163066864013672e+01
1.500683784484863281e+01,1.054965591430664062e+01
1.508188152313232422e+01,1.141505527496337891e+01
1.485173892974853516e+01,1.118092918395996094e+01
1.384578609466552734e+01,1.193974018096923828e+01
1.409814834594726562e+01,1.090999126434326172e+01
1.429185390472412109e+01,1.106394672393798828e+01
1.533738613128662109e+01,9.939082145690917969e+00
1.509834194183349609e+01,9.877485275268554688e+00
1.592998504638671875e+01,1.038748455047607422e+01
1.552028369903564453e+01,1.120584964752197266e+01
1.543588924407958984e+01,1.191749763488769531e+01
1.464059162139892578e+01,1.150622749328613281e+01
1.318067836761474609e+01,1.154711914062500000e+01
1.152490139007568359e+01,1.206682682037353516e+01
1.254766082763671875e+01,1.154636573791503906e+01
1.175473213195800781e+01,1.329311180114746094e+01
1.063843441009521484e+01,1.388657474517822266e+01
1.047825431823730469e+01,1.404692745208740234e+01
1.384464263916015625e+01,1.144921779632568359e+01
1.442996120452880859e+01,1.032282352447509766e+01
1.377968597412109375e+01,1.092862892150878906e+01
1.245077419281005859e+01,1.279985332489013672e+01
1.169421195983886719e+01,1.369577026367187500e+01
1.210544490814208984e+01,1.241617774963378906e+01
1.140870857238769531e+01,1.316919040679931641e+01
1.167335128784179688e+01,1.303597831726074219e+01
2.300918769836425781e+01,9.015070915222167969e+00
1.123910903930664062e+01,9.718060493469238281e+00
1.208724975585937500e+01,1.112341403961181641e+01
2.826459121704101562e+01,9.040476799011230469e+00
2.844680023193359375e+01,9.356303215026855469e+00
2.801703262329101562e+01,9.591809272766113281e+00
2.337585449218750000e+01,8.297422409057617188e+00
2.315540885925292969e+01,8.581912994384765625e+00
1.161320400238037109e+01,-2.713694953918457031e+01
1.106124782562255859e+01,-2.574099159240722656e+01
1.136810684204101562e+01,-2.944166183471679688e+01
-2.363695621490478516e+00,-3.788983535766601562e+01
1.137141609191894531e+01,-2.961082267761230469e+01
1.144636154174804688e+01,9.944663047790527344e+00
2.948279571533203125e+01,6.737776756286621094e+00
1.950462341308593750e+01,-5.586874961853027344e+00
3.273968124389648438e+01,9.829409599304199219e+00
2.950833511352539062e+01,7.424185276031494141e+00
3.101172065734863281e+01,7.855226993560791016e+00
2.725749015808105469e+01,5.987346172332763672e+00
3.139563179016113281e+01,9.126138687133789062e+00
1.921196174621582031e+01,-5.448985099792480469e+00
2.909844398498535156e+01,7.817983150482177734e+00
9.410817146301269531e+00,-8.865727424621582031e+00
1.120053100585937500e+01,-6.620684623718261719e+00
9.625011444091796875e+00,-8.710283279418945312e+00
3.680475234985351562e+00,-1.332819175720214844e+01
2.969607162475585938e+01,6.429426670074462891e+00
2.761437225341796875e+01,6.283137798309326172e+00
3.076750564575195312e+01,8.789340019226074219e+00
3.149540328979492188e+01,9.551688194274902344e+00
3.273144531250000000e+01,8.184894561767578125e+00
3.195063591003417969e+01,8.676119804382324219e+00
3.040019989013671875e+01,8.494653701782226562e+00
3.290289688110351562e+01,8.645176887512207031e+00
