zcr_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,class,kmeans_class
0.095967302452316,-24.486922490926528,2.6167724311560705,0.010014883200964,-0.0287011303261072,0.3245466905669493,0.2711217434940962,-0.0171423796648534,-0.0345338376895581,-0.0193688228404841,-0.1073862912902298,0.0058761466148658,0.0287692362858622,-0.0128248325594526,anthrophony,2
0.0990917347865576,-26.322014985323086,2.5035156833471066,-0.1337472418085557,-0.0506711469862758,0.4314667581831516,0.3699534921349018,-0.0039002494360335,0.0141897867571587,0.0259870530615908,-0.0726492985222248,0.0505754421150299,0.068871933333177,-0.0009678884124419,anthrophony,2
0.0575386012715713,-23.958656071577785,3.182270593955868,-0.321015309263752,-0.2781276030992456,0.5066117656520575,0.4100962793826095,0.1883191600343242,0.0826917741292106,0.030432600164181,-0.0353815110889305,0.011571756049544,0.1002770873302403,0.0714777266656416,anthrophony,2
0.0618801089918256,-22.52736005192919,3.179317473198449,-0.2459832392075545,-0.1707504216453084,0.6151670689272836,0.4717001777469596,0.1581367004967389,0.0509730324518096,0.0157076541754545,-0.0346183004206562,-0.0108385022745237,0.0036527034902694,0.0234748779213115,anthrophony,2
0.0590554041780199,-22.84818092105211,3.030283571040035,-0.187596332839704,-0.2292740524718244,0.593457336550639,0.4663331795233498,0.2056634148735817,0.1575094359022632,0.1068874043062666,0.1026426541104732,0.1554850931317605,0.1807100668461306,0.0785809075825903,anthrophony,2
0.0465485921889191,-23.060889800528223,3.2729469115653336,-0.3480008043691534,-0.0665706781193212,0.6377790991637737,0.5564448104508247,0.252591822589195,0.133553620079043,0.0762312990512997,0.0819560158806359,0.0521224782551234,0.0690989900459675,-0.0161885967346215,anthrophony,2
0.0860853769300635,-24.84194580207983,2.35539513635729,-0.1981734070685416,-0.0147782346857714,0.4299900206578645,0.4408502962872722,0.096722574453714,0.1065533706587281,0.1103974337900186,-0.0413368598741917,0.0441020172545437,0.0385937983617448,-0.0339043001308206,anthrophony,2
0.1077384196185285,-28.26068582360761,2.2697467533924494,-0.1454431101338707,-0.0764502219845953,0.5317411230322496,0.3148318800997414,0.1704248054873668,0.1013703506823987,0.1028787776831262,5.642549308728304e-05,0.0512979428028781,0.0383676012475522,-0.0077861717396351,anthrophony,2
0.0863124432334241,-27.8281883475386,2.437113440360968,-0.1918437476122537,-0.0929091355414034,0.466285280036346,0.4249899527799725,0.1632818514585031,0.0691658511079247,0.0827172317270901,-0.0562625627702761,0.0727656719798941,0.1027586962218758,0.0611769492431941,anthrophony,2
0.1004178019981834,-27.047485071794547,2.405474551978528,-0.1896716929019017,-0.0501610973254312,0.4072212427460543,0.4272288248561612,0.2250669641408365,-0.0013394870326764,0.0212634015037593,-0.0427545583955663,0.0399817251743075,0.0711877799902262,0.0461140050119572,anthrophony,2
0.0528156221616712,-24.543292056538583,2.648996378325024,-0.1002474893315517,-0.0331704338311029,0.5301467463228579,0.4794252878405697,0.2244194855245546,0.0923779524853771,0.0790852580877645,0.0184628833066614,0.0602935577915761,0.026200246058171,0.0451510480748623,anthrophony,2
0.0704904632152588,-24.11577994615776,2.608876586999864,-0.2818511500202711,-0.0822377813249467,0.4654091155107639,0.4588842186592718,0.1790532259851264,0.0560751064231141,0.0938573414978731,-0.0778530226580054,0.0001265835446881,0.0616399497638268,0.0239319942789261,anthrophony,2
0.0815531335149863,-27.49022151375849,2.802102836970701,-0.2998890061966094,-0.1216850873443594,0.5198378848417102,0.3830526956960784,0.1030443808660277,0.0417461670745413,0.0213379302127778,-0.0295906083991706,0.0545389844803588,0.0876085199180419,0.0011227158012164,anthrophony,2
0.065967302452316,-23.49528824251656,2.9842404328680665,-0.408529972901418,-0.3215943651194486,0.4683708882202765,0.4297292434659464,0.210496381753342,0.1388821868862955,0.0692438098859849,0.0169138310240971,0.0316497458899487,0.0578923481959009,0.0352862363892644,anthrophony,2
0.0547683923705722,-22.772780353988686,3.2998265536817484,-0.5447088427390583,-0.2812634309115394,0.5798036597108596,0.4985938868358109,0.2363677637556403,0.1210838662602569,0.0161129660561243,0.0535454822987996,0.0892436016113431,0.0643321976194943,-0.0242852052391248,anthrophony,2
0.0565213442325158,-22.79702421696886,3.228938424367744,-0.5074192394527042,-0.3776719697282144,0.4579437263805135,0.4380446864874816,0.2719394825356021,0.2075990892519633,0.1025716657407923,0.0911967881348886,0.0301146251145648,0.0087089488640732,-0.0318393897609599,anthrophony,2
0.1249772933696639,-25.05692141050053,2.3700186655877835,0.0644919815829569,-0.1807015497806337,0.5152159019323364,0.3877168227952558,0.088709332354575,0.1271365077016601,0.0234361713544781,0.0549971163597181,0.0474478788602477,0.0084761697316953,-0.0508586695856543,anthrophony,2
0.1270027247956403,-27.04938369346916,2.378446439631076,0.1876313743159195,-0.1286483642707177,0.5417109230850329,0.4536681621167076,0.1482515659429083,0.1181400614219203,-0.0042423423934906,-0.0499674720302565,-0.0193782523557413,-0.0438226939970338,-0.0778739279950979,anthrophony,2
0.1246230699364214,-26.453001706388957,2.4569438325291992,0.1666886207061459,-0.1867302769957965,0.5802445521774283,0.4300241218026112,0.1571276632695487,0.0934788088318584,-0.0201861544039214,-0.0613323802271935,-0.0100671908417255,-0.0244787832801731,-0.0930314919469941,anthrophony,2
0.1474341507720254,-26.61876523166905,2.168238523387487,0.267574753574279,-0.184739716149959,0.5223613368178788,0.4278645963810882,0.168709794448199,0.2426225806292714,-0.0015907648794231,-0.0024529441288314,0.0218679246143338,-0.0084690314680694,-0.0852930107685534,anthrophony,2
0.0618710263396911,-22.252038208674787,3.235377269370847,-0.5471920682532858,-0.2933917466829339,0.5344632614253055,0.3332513785012064,0.1505717638360919,0.1487319486795518,0.1096560265973105,0.0342704167378538,-0.0252839866702906,-0.0103055924453858,-0.0300796864180005,anthrophony,2
0.0673024523160763,-23.10996325673573,3.099820299281398,-0.4400638234628987,-0.1888487924500217,0.5410656040074726,0.3666906948481329,0.1717043642396081,0.0721771846604839,0.0256996777615838,0.068433823560571,0.0144688078338343,-0.00666194875564,-0.0059809869534314,anthrophony,2
0.0611080835603996,-23.60105790157051,3.2375324024305057,-0.2166639105599057,-0.187042306497881,0.48743307547837,0.2630533988694336,0.0220806959925022,0.0007523596131254,-0.0403711757972866,0.054520766461124,0.0502327661857538,0.0740610805622475,0.0011822449455151,anthrophony,2
0.0707266121707538,-23.33616686134373,3.2013664656707186,-0.3344375740847464,-0.3112427721512257,0.4599647863309711,0.298211610677628,0.0763742451210116,0.0095977042465937,-0.0300635072237577,0.0539585259418677,0.0787144511770067,0.1106904330687239,0.0172223765956462,anthrophony,2
0.0688374205267938,-22.341389266147388,3.035618083311298,-0.2082970434368191,-0.1016983071420015,0.6205292962124022,0.3907339580529371,0.1136337719084061,0.0832216454337924,0.0349577148964869,0.0500273358280001,0.0510691989304658,0.0839443891714784,0.0055322078340841,anthrophony,2
