0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,class
0.527020811,0.773207508,0.920236314,0.4750465,0.511700896,0.462513915,0.362209535,0.445126718,0.476072873,0.54586821,0.539887152,0.544068395,0.518489528,0.157974039,0.097080303,0.059255107,0.061830689,0.049430373,0.075036367,0.067728082,0.063014228,0.063700571,0.059444574,0.05238345,0.041047597,0.036249202,0.043420914,0.039257774,0.032976939,0.04442943,0.049332683,0.051707187,0.047251763,0.034222214,0.034163611,0.03188376,0.036163193,0.044740611,0.048444908,anthrophony
0.375724395,0.681799532,0.93543965,0.406620016,0.607770505,0.435428222,0.429680765,0.411327685,0.513632218,0.541073108,0.555312669,0.575731687,0.557195065,0.1776962,0.182257614,0.155991312,0.130483874,0.103664064,0.114497949,0.097808082,0.087872398,0.104115057,0.10187839,0.114434204,0.108072471,0.126628222,0.115100412,0.092521665,0.099178064,0.109783207,0.101662824,0.109390199,0.105593598,0.106609251,0.10816838,0.108113092,0.107281342,0.107481565,0.110791312,anthrophony
0.576796151,0.80897699,0.916317456,0.463680636,0.559965285,0.449381636,0.322040747,0.378727239,0.473707366,0.517880904,0.512054909,0.49245696,0.535103835,0.162994405,0.12983542,0.049027736,0.042066942,0.07606494,0.093636793,0.06820645,0.058697013,0.079527215,0.089692517,0.076095959,0.036199542,0.063728986,0.060868868,0.059060912,0.050574979,0.054947953,0.062744532,0.071026882,0.063955009,0.053420599,0.058746881,0.059902159,0.060864341,0.058607584,0.064385287,anthrophony
0.449745153,0.724278821,0.956348588,0.42573206,0.583305521,0.421174802,0.395397484,0.380607756,0.466400724,0.48001506,0.541890206,0.529968884,0.509230032,0.193643489,0.204656965,0.168978923,0.143347564,0.13022501,0.147481849,0.134799864,0.129279976,0.13697809,0.123611131,0.132309159,0.115636294,0.124307342,0.13002346,0.112333555,0.123067774,0.13011197,0.119913689,0.125925014,0.123990235,0.123759156,0.123206191,0.123810316,0.126384171,0.129823244,0.130694475,anthrophony
0.499520493,0.737263292,0.983355866,0.412873387,0.567141188,0.397153029,0.378171248,0.371753472,0.463634551,0.505878611,0.569320068,0.635501632,0.587907564,0.140039045,0.119887803,0.102431531,0.076431412,0.049652086,0.069693986,0.071677881,0.080961892,0.098648102,0.086307429,0.087355994,0.071167661,0.079269455,0.076480091,0.052411305,0.064066468,0.081672346,0.073960076,0.078098133,0.070204304,0.069030405,0.070570805,0.070823472,0.068869282,0.067643768,0.071288544,anthrophony
0.584385101,0.789871239,0.981298946,0.401591992,0.52792093,0.378733353,0.337432251,0.327192158,0.437608462,0.486937819,0.550865518,0.584342943,0.555742756,0.174880814,0.176171191,0.164295871,0.156201679,0.125131525,0.110505227,0.081337895,0.081441998,0.111172349,0.112943371,0.119058361,0.106794695,0.126569162,0.115944487,0.099204389,0.111953411,0.121806819,0.115742494,0.12068164,0.115929646,0.113993426,0.112047975,0.111452049,0.108991448,0.110457494,0.113314972,anthrophony
0.468614336,0.723953775,0.901172563,0.590242275,0.48943574,0.469527919,0.338551506,0.428712204,0.434633981,0.468741118,0.486111841,0.567778116,0.535340092,0.182606459,0.165816601,0.12279353,0.12904102,0.105783047,0.091686505,0.106701583,0.116117986,0.115388005,0.102314415,0.107537347,0.078838415,0.106337251,0.090094462,0.097335747,0.100573994,0.098694384,0.100845596,0.099839678,0.100757021,0.096931706,0.098803141,0.103671794,0.106638961,0.105420461,0.107958858,anthrophony
0.414137359,0.70074284,0.873360816,0.582172497,0.539288285,0.480648401,0.319538799,0.458374198,0.493499844,0.496300726,0.487646579,0.529079068,0.526023448,0.157584729,0.156671918,0.150616955,0.126973969,0.103692728,0.134402504,0.127056659,0.096888288,0.118432476,0.122993564,0.12933068,0.099017953,0.098420225,0.096544779,0.107600292,0.112274503,0.109554324,0.11291751,0.116113684,0.113378891,0.107879698,0.116906035,0.113446952,0.109662436,0.111351661,0.118420174,anthrophony
0.413656825,0.675333353,0.910254749,0.608580809,0.493782604,0.488608324,0.295605344,0.433371937,0.447255499,0.491407062,0.491929319,0.577500484,0.536278977,0.19406987,0.198150953,0.126358416,0.135240184,0.117214525,0.145914692,0.124467865,0.132441784,0.125585083,0.11116779,0.121442909,0.116166702,0.101808352,0.090674369,0.124236921,0.103681997,0.126871858,0.114712439,0.12421677,0.117849546,0.111689692,0.116504229,0.116182183,0.124803717,0.115600537,0.123529443,anthrophony
0.43865282,0.687063136,0.917687925,0.601054327,0.475279831,0.504193688,0.319198774,0.485724155,0.422999214,0.524333598,0.48552802,0.595454149,0.522869964,0.198317093,0.096358624,0.13374291,0.08600451,0.066956391,0.097415783,0.057300561,0.094868828,0.072775841,0.11400288,0.095168924,0.08067311,0.085433787,0.051676714,0.078881382,0.071559615,0.076587499,0.069172368,0.073860805,0.075347991,0.059984217,0.072594256,0.068722056,0.074235001,0.071818231,0.079545132,anthrophony
0.68554783,0.837456255,0.962275033,0.468803161,0.422290201,0.367331669,0.409157225,0.365462992,0.484344394,0.488255193,0.520501132,0.503965888,0.522250063,0.150629578,0.134746309,0.102251125,0.067562818,0.055967203,0.099437448,0.098869236,0.083151732,0.07969704,0.070593732,0.082051539,0.071665522,0.085391365,0.063429525,0.050904896,0.069696953,0.081069679,0.075188313,0.072335397,0.062008168,0.0638471,0.067991601,0.070440617,0.069383971,0.073165979,0.076428842,anthrophony
0.644673668,0.827918683,0.973343469,0.376256547,0.495401148,0.388107658,0.397463851,0.361430268,0.441372197,0.47089884,0.528602185,0.55665198,0.519169912,0.156916803,0.136746267,0.105989018,0.083409317,0.072824395,0.110426832,0.125089573,0.132704816,0.142283819,0.11231522,0.101157925,0.089240528,0.104884715,0.096105625,0.077155277,0.088414035,0.10046133,0.092454871,0.096703011,0.093021522,0.094124858,0.098588766,0.10166647,0.099736901,0.097806659,0.096322311,anthrophony
0.690244333,0.849939922,0.970148531,0.451918074,0.537988756,0.437799918,0.389943126,0.379492749,0.429124922,0.43440302,0.528382268,0.502367808,0.484095053,0.095921633,0.067798971,0.075007697,0.055536412,0.016236158,0.028329986,0.020164502,0.00365678,0.016351903,0.005218198,0,0.00512822,0.016734583,0.012889486,0.004184053,0,0.006699093,0.011981796,0.015995176,0.012160505,0.004997018,0.008083519,0.008837659,0.007493555,0.010161806,0.013487358,anthrophony
0.651828289,0.829802981,0.979492379,0.427139974,0.529801365,0.413031441,0.362333751,0.343604088,0.437095932,0.420575839,0.496665017,0.503116663,0.481000967,0.140495803,0.11990507,0.11586665,0.116030633,0.118401817,0.119896017,0.086510567,0.088182349,0.104175197,0.091671186,0.09796645,0.084112991,0.092258581,0.088555792,0.079532118,0.089281165,0.094438321,0.094373665,0.097815354,0.091182839,0.086762645,0.085305026,0.088987262,0.090142885,0.090085903,0.093075106,anthrophony
0.595705379,0.796784415,0.971831574,0.46762129,0.524611343,0.418039625,0.383723148,0.388692762,0.467858293,0.458795523,0.493798148,0.500179599,0.501925892,0.125712659,0.096754692,0.09853267,0.08554234,0.067036369,0.0969821,0.092883461,0.086004098,0.081807337,0.061631486,0.071601961,0.068800459,0.076486047,0.056863283,0.044994623,0.055613856,0.060936605,0.059332927,0.06504516,0.062729538,0.061973422,0.060724383,0.059543509,0.057490929,0.064479699,0.067776054,anthrophony
0.617403349,0.811358035,0.960033329,0.472491333,0.535456162,0.441167141,0.406652936,0.407957345,0.496794734,0.481798299,0.515436612,0.502620308,0.503977355,0.103502455,0.06699732,0.042339551,0.023012511,0,0,0,0,0,0,0.019227776,0.016416288,0,0,0,0.002647528,0,0,0,0,0,0,0,0,0,0,anthrophony
0.617062457,0.807688899,0.95410315,0.525249529,0.522765076,0.435067195,0.341989986,0.389489286,0.465421823,0.432274516,0.470844521,0.486023565,0.486004391,0.131690451,0.098584013,0.09666619,0.093167827,0.06595369,0.096815097,0.085502149,0.052657175,0.060829641,0.067400225,0.081493842,0.068519349,0.059774504,0.033897931,0.04016933,0.048770003,0.049099,0.049169788,0.049312779,0.052509209,0.052392522,0.056693244,0.050556641,0.049373747,0.050544922,0.054212765,anthrophony
0.607350121,0.796596643,0.943973162,0.542833499,0.463967559,0.444401358,0.300195396,0.449631594,0.461668457,0.484304624,0.493635674,0.502162889,0.474567887,0.13815365,0.12312536,0.091343957,0.063108587,0.041901229,0.079585099,0.069539946,0.047357986,0.076946558,0.073352514,0.102187942,0.068974112,0.047706092,0.044288692,0.06135293,0.062508626,0.059664494,0.05605515,0.05761077,0.063362802,0.057797409,0.061836001,0.055294843,0.057645493,0.059807785,0.066608845,anthrophony
0.113641218,0.463486618,0.858060735,0.486978294,0.665420708,0.466349415,0.443671571,0.387543371,0.45390007,0.526032931,0.506447384,0.548070314,0.540277309,0.343122713,0.36418967,0.345866441,0.364659747,0.352227828,0.374359372,0.368655325,0.369179539,0.376545423,0.350274459,0.361297522,0.348618638,0.342482513,0.327638266,0.361847076,0.353171715,0.350075736,0.35540417,0.355300606,0.351381953,0.335343155,0.348276358,0.350375938,0.359800569,0.345084245,0.361150884,anthrophony
0.429922088,0.70465773,0.911888225,0.564034068,0.527396012,0.466096201,0.380962934,0.409031763,0.448569434,0.44924822,0.516466403,0.523245241,0.549087304,0.176852927,0.17006841,0.138137004,0.122731048,0.08981106,0.113776247,0.138773309,0.127193359,0.138969881,0.133390287,0.124959891,0.092630067,0.092430557,0.094096499,0.100880732,0.102884445,0.101016084,0.106358818,0.104926059,0.103877075,0.101044633,0.103309369,0.098098349,0.09641611,0.102659105,0.106921395,anthrophony
0.167175609,0.567378359,0.820225538,0.359364043,0.608851797,0.418061559,0.378959147,0.36829186,0.417491642,0.460618889,0.527979794,0.61113282,0.581215617,0.40600166,0.50276435,0.424771063,0.416859553,0.423133382,0.457146881,0.472976481,0.454053555,0.447817503,0.422333658,0.437107463,0.417835013,0.463051315,0.450232913,0.434229338,0.441460476,0.444339614,0.433346947,0.437377626,0.435204289,0.434399145,0.435048579,0.437276912,0.437236225,0.433752098,0.436903255,anthrophony
0.073200358,0.470720035,0.771951555,0.32669152,0.635312363,0.460600102,0.385912619,0.450463479,0.454226429,0.415443929,0.413090336,0.570291591,0.590064127,0.343176737,0.54518611,0.533316658,0.583246258,0.635398558,0.598101325,0.611573146,0.557058562,0.586009858,0.630082998,0.630671147,0.541006415,0.598851738,0.592765062,0.589893412,0.56993322,0.575602254,0.550212807,0.563103327,0.572813003,0.569792891,0.571721078,0.558653384,0.566807616,0.570152705,0.572086459,anthrophony
0.124790023,0.428404649,0.830513595,0.451165376,0.396085322,0.391672908,0.185176542,0.476703274,0.39564715,0.429916018,0.388886676,0.499222434,0.484956695,0.662662557,0.794647604,0.734067863,0.688159208,0.697207086,0.7642121,0.803467018,0.756083225,0.749161439,0.706708582,0.695308414,0.677290763,0.754519308,0.733058093,0.754412456,0.752166374,0.738855546,0.73118576,0.749638458,0.749670079,0.739468184,0.736047352,0.727937496,0.740126219,0.733692296,0.744409882,anthrophony
0.114102243,0.468775786,0.81978926,0.416321005,0.492098836,0.380237303,0.374093384,0.494216268,0.320079838,0.544805063,0.52183162,0.593765231,0.608238092,0.334591232,0.470467739,0.508073503,0.593949092,0.619099224,0.620657158,0.5971905,0.534852078,0.591256945,0.529879677,0.544237072,0.50841584,0.575114553,0.504445371,0.570681581,0.55935915,0.531550479,0.537447969,0.542873744,0.548145619,0.542209258,0.545146107,0.547974121,0.547087093,0.541832236,0.544820611,anthrophony
0.466049433,0.717424178,0.918951301,0.583198107,0.52905373,0.456693771,0.356636561,0.42008353,0.489118077,0.506963718,0.518778785,0.522189587,0.537747985,0.148322031,0.079864153,0.082176778,0.084169747,0.049912623,0.093897767,0.076996938,0.08798851,0.072040895,0.054973817,0.067507373,0.044156341,0.063301447,0.047277918,0.047799645,0.053695497,0.057021627,0.058991007,0.062830504,0.060825657,0.057218268,0.058560959,0.054863858,0.06047365,0.060964171,0.063310443,anthrophony
0.434579574,0.713551198,0.917089855,0.53129297,0.538339573,0.436771422,0.425805366,0.427202823,0.470559468,0.431046597,0.517007285,0.469761154,0.533121505,0.158936909,0.153976208,0.160739979,0.158865512,0.132296143,0.143001698,0.124417821,0.105741939,0.130540511,0.114115333,0.114195782,0.115323635,0.144914822,0.119420836,0.123853698,0.12163532,0.114553968,0.123506907,0.123190005,0.124067195,0.123787506,0.122553117,0.121621548,0.119095115,0.123475447,0.126221567,anthrophony
0.583291578,0.797068732,0.912576767,0.537626844,0.476790285,0.421444873,0.361715149,0.453031404,0.480671152,0.480519986,0.491715631,0.448580933,0.544194796,0.158968977,0.164587876,0.100804737,0.099282918,0.074211432,0.043286759,0.074386546,0.051263666,0.07554563,0.072336586,0.06739911,0.050677144,0.042688593,0.057517452,0.064449544,0.068112259,0.0693866,0.077497472,0.075762467,0.071390736,0.066764264,0.070875961,0.067288857,0.07283307,0.082047452,0.081440565,anthrophony
0.453161258,0.760431016,0.870991877,0.383398969,0.52610565,0.393775256,0.450892175,0.414070209,0.446744574,0.505238475,0.480760834,0.419963388,0.550578196,0.219901738,0.285373287,0.273993624,0.251900427,0.239845739,0.234577144,0.221710134,0.229952179,0.268733587,0.255461868,0.259206536,0.232256551,0.232142868,0.212131778,0.224117156,0.23661942,0.225362753,0.223692554,0.232663411,0.229413503,0.227816478,0.231157401,0.22911769,0.227569355,0.225980731,0.22992506,anthrophony
0.517755125,0.79773332,0.846876671,0.370477022,0.467398361,0.49461177,0.424218785,0.523389797,0.320093355,0.521128749,0.577456808,0.443651005,0.476127356,0.223739498,0.180054356,0.233843238,0.17892935,0.178882965,0.191165575,0.135607172,0.207601827,0.207503851,0.221151461,0.189399659,0.15735803,0.18285926,0.151507626,0.169403423,0.180170122,0.175636025,0.168727299,0.175581756,0.180207169,0.174694273,0.171665603,0.162803592,0.168250592,0.17045664,0.174387931,anthrophony
0.569993716,0.80393724,0.939172977,0.38081735,0.533695523,0.393864534,0.434029474,0.441988857,0.405170944,0.47472188,0.504629257,0.505035169,0.489545583,0.193504181,0.213311227,0.11413522,0,0.061239035,0.213062582,0.237654193,0.193557977,0.138695421,0.108848289,0.150055279,0.131754201,0.131261804,0.13453818,0.122830035,0.128367269,0.127886814,0.130275837,0.139234169,0.125434543,0.124482453,0.128004271,0.130695599,0.1344695,0.131626905,0.130231145,anthrophony
0.366168129,0.714246116,0.857809784,0.383795785,0.635353294,0.412800097,0.392597293,0.413496221,0.483702162,0.479324059,0.445495075,0.448282394,0.546349561,0.295606941,0.33115839,0.237426159,0.20230591,0.217200182,0.274918358,0.290448625,0.28070007,0.281599037,0.251472944,0.245003651,0.228535927,0.278548619,0.254982891,0.240471001,0.258081826,0.257828656,0.241884955,0.255726422,0.262461412,0.263635826,0.25775121,0.254126197,0.259161815,0.261096413,0.258451485,anthrophony
0.516514771,0.786445887,0.890276108,0.431281892,0.566668233,0.353020607,0.335919169,0.425154221,0.438815644,0.433251625,0.485076161,0.49950471,0.41502253,0.232239094,0.286137625,0.288642263,0.248219497,0.227666308,0.27717401,0.267589096,0.231669998,0.235141379,0.238122165,0.247189155,0.208182632,0.228402956,0.221457648,0.229395281,0.251042837,0.224386249,0.224386524,0.253566705,0.240094021,0.228809651,0.238821227,0.240877161,0.233023803,0.23161245,0.241750292,anthrophony
0.207468611,0.537523222,0.843094865,0.562538953,0.454604435,0.452699772,0.43685522,0.49420542,0.257034097,0.482693445,0.469096544,0.576751547,0.49756971,0.356719941,0.318697087,0.367269726,0.423580163,0.383879194,0.431644619,0.387266491,0.417023396,0.449626764,0.426398999,0.428802247,0.415804776,0.422156295,0.397910616,0.387177321,0.400045262,0.404141073,0.377869169,0.382344983,0.403758135,0.400870196,0.397161333,0.392459846,0.400068957,0.392096479,0.397668836,anthrophony
0.141088143,0.499558773,0.864720467,0.459339157,0.553653236,0.443135993,0.477764821,0.417959603,0.379431874,0.516822287,0.487541223,0.5598018,0.576286835,0.362224573,0.44646995,0.38958998,0.376566974,0.362147676,0.375654143,0.379782517,0.382577313,0.410577866,0.398917925,0.416794849,0.391880887,0.407817659,0.395864612,0.388825524,0.391429659,0.3867525,0.386624441,0.390425531,0.38300191,0.383439377,0.38170612,0.381593778,0.387535045,0.386978204,0.391749618,anthrophony
0.422124701,0.685922245,0.946133014,0.538597903,0.499561692,0.467707173,0.462579733,0.446873039,0.450459189,0.493244833,0.514650074,0.470599462,0.485885313,0.199784162,0.194053476,0.153075955,0.114409062,0.059519315,0.089848617,0.109109167,0.136137852,0.142588683,0.106129776,0.082448963,0.057513651,0.077055204,0.102224945,0.103654753,0.098715655,0.091231958,0.091308879,0.095516111,0.100992885,0.098373536,0.100078433,0.096079745,0.090582783,0.094737048,0.100555505,anthrophony
0.481557958,0.72958335,0.935206878,0.54889195,0.476722425,0.483392714,0.409894918,0.429670525,0.396182974,0.462886945,0.478295617,0.469183245,0.438825527,0.155600038,0.139705523,0.169685604,0.195080963,0.184248965,0.176334325,0.131911219,0.126071813,0.131776996,0.093059207,0.101120201,0.105358174,0.136299028,0.116220478,0.12901783,0.126388947,0.115739383,0.116977392,0.126685238,0.129809195,0.124868024,0.127552603,0.12611232,0.124149803,0.12400083,0.129953382,anthrophony
0.704201389,0.823262552,0.962661435,0.541826719,0.312391646,0.432903211,0.267248075,0.457419219,0.433889753,0.537890846,0.467281083,0.513351225,0.447421483,0.165608407,0.175142131,0.113069855,0.109236622,0.129346958,0.074551106,0.055475587,0.086081487,0.105128346,0.104175476,0.155783742,0.116973652,0.102347265,0.071053789,0.082685472,0.087421631,0.092653781,0.098080672,0.094819478,0.089997415,0.089607591,0.090598879,0.098274844,0.09937336,0.093988318,0.099944603,anthrophony
0.582625196,0.78768608,0.915575101,0.566190333,0.441884838,0.441255982,0.274655252,0.328105346,0.389855917,0.47604554,0.544575464,0.575488307,0.57624808,0.164755939,0.177880286,0.143567741,0.138870209,0.120571433,0.122130101,0.134035049,0.123091352,0.116742053,0.089392064,0.112178546,0.09268041,0.101628029,0.09150161,0.096279882,0.098219624,0.10027621,0.099966105,0.098280051,0.105655155,0.099429123,0.09622634,0.097604049,0.101176339,0.105815567,0.108308765,anthrophony
0.203335811,0.556356888,0.841402817,0.485395744,0.710831655,0.383545663,0.24849722,0.196685327,0.251962559,0.527117066,0.54663548,0.486813527,0.650279645,0.288787309,0.358595165,0.416817597,0.453154213,0.514892742,0.539773322,0.488349986,0.490519381,0.520519804,0.473068788,0.498416203,0.478250106,0.475868579,0.484624976,0.464834448,0.458484658,0.457145867,0.448722567,0.45897612,0.461949188,0.458383498,0.453463839,0.45443535,0.45611569,0.45637049,0.463816969,anthrophony
0.151061282,0.526554198,0.852622536,0.422521662,0.652004659,0.438999132,0.446215553,0.430131375,0.443746542,0.494194935,0.574265813,0.630510373,0.537741586,0.146371873,0.219344459,0.399318443,0.408013664,0.391312921,0.414312548,0.38686152,0.362785034,0.368357113,0.31583358,0.27191486,0.250370312,0.32215964,0.343724845,0.322679846,0.322238693,0.327632026,0.321132326,0.330103226,0.319331494,0.312666002,0.321990779,0.327227637,0.323679586,0.32123822,0.325750004,anthrophony
0.350002464,0.659513986,0.906556714,0.51766039,0.481665367,0.47411988,0.413016201,0.367778499,0.405765174,0.489002058,0.499298441,0.566604949,0.538805785,0.183512619,0.32310125,0.24039398,0.171687034,0.236233913,0.192743059,0.220468648,0.206147606,0.2093884,0.184694628,0.207611758,0.203183916,0.215296626,0.200241985,0.205474096,0.212605631,0.216310646,0.20622897,0.209749128,0.213391074,0.209797553,0.208677574,0.208152442,0.212646008,0.208277147,0.212959361,anthrophony
0.398938923,0.673732387,0.885556857,0.572419073,0.388871202,0.49196341,0.415617109,0.490857427,0.358261243,0.529048399,0.495166523,0.573782598,0.527989609,0.166933703,0.206986917,0.237858437,0.169772331,0.140477313,0.148269564,0.138127369,0.197513516,0.231957986,0.191484885,0.192171429,0.172093066,0.173184508,0.156560478,0.177440011,0.169100248,0.169174668,0.164669673,0.171563139,0.173057773,0.16364297,0.174619055,0.165523079,0.161656371,0.157061239,0.172409882,anthrophony
0.377424747,0.684461546,0.892718641,0.520722119,0.530478843,0.466035463,0.384843098,0.421919111,0.470620386,0.507223117,0.539270247,0.561349384,0.530719087,0.219810313,0.209075134,0.155030728,0.130066226,0.127333835,0.161410759,0.149437995,0.157351622,0.148909975,0.117319747,0.120267676,0.130490756,0.143035719,0.127762158,0.131622202,0.118361879,0.115046701,0.128104305,0.133806469,0.138021686,0.13443615,0.138468383,0.12834608,0.123013726,0.133295568,0.140401996,anthrophony
0.502041244,0.744398273,0.950087143,0.469828007,0.466270761,0.38114368,0.292673891,0.269348968,0.391298663,0.475223249,0.568234786,0.567869513,0.550430347,0.256528283,0.305247565,0.249820815,0.211858028,0.208941248,0.222043196,0.229624482,0.237521593,0.236032168,0.220125655,0.220071898,0.205656423,0.226246163,0.215562072,0.21902658,0.225646431,0.219545723,0.224846198,0.221744312,0.217944682,0.218712135,0.218958895,0.222437198,0.222868634,0.223904911,0.226781138,anthrophony
0.40944907,0.677676545,0.934214468,0.553799271,0.52109145,0.515781692,0.343141535,0.429193446,0.399735322,0.563017408,0.462163056,0.57500136,0.465548267,0.041367247,0.160606509,0.217167393,0.222627567,0.163224588,0.108565209,0.066921301,0.078018006,0.107027707,0.078771792,0.191966043,0.11948721,0.09522843,0.090856899,0.126582132,0.088064441,0.099375558,0.09998708,0.11609076,0.103331021,0.112949661,0.121071332,0.094739949,0.106765422,0.104854096,0.13052395,anthrophony
0.497176348,0.722289982,0.940009026,0.548188999,0.384073268,0.44894081,0.408147676,0.480658321,0.434967764,0.536584727,0.487453222,0.57235201,0.527159613,0.295894272,0.067126902,0.095511081,0.100753239,0.085509406,0.121016026,0.091611013,0.117387638,0.0654523,0.101850873,0.0558958,0.109558652,0.071279305,0.089689596,0.096621122,0.099556502,0.096132126,0.104006225,0.09399671,0.095034737,0.090561882,0.090660927,0.090868871,0.09102632,0.100257149,0.0988077,anthrophony
0.578991412,0.803743678,0.90093625,0.493093939,0.425814675,0.447155877,0.415551174,0.464165677,0.460419446,0.436961338,0.48295289,0.488419568,0.549193969,0.163148828,0.164484061,0.137073525,0.095048838,0.088340583,0.115777087,0.097817271,0.117769269,0.128268434,0.092466116,0.09647244,0.095046457,0.108716504,0.073537651,0.084392187,0.093886364,0.093861326,0.092518399,0.092732334,0.097305772,0.089890578,0.092134886,0.089245954,0.093700474,0.0932121,0.098708538,anthrophony
0.524110909,0.753975236,0.935944454,0.562328098,0.516220342,0.452619657,0.32964578,0.351175138,0.420330796,0.473506172,0.549989585,0.522648701,0.514413036,0.129642285,0.128915146,0.130598794,0.107465582,0.087958858,0.085587732,0.072655454,0.087471265,0.099021927,0.083651981,0.086466449,0.079150812,0.108501877,0.063632887,0.076443969,0.082787874,0.083189993,0.083052038,0.090727681,0.088215639,0.074388511,0.082696307,0.079111194,0.0807284,0.080723195,0.085387861,anthrophony
