x,y,z,sound_path,class
6.52E+00,6.99E+00,3.19E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221128T100000+1000_REC_6180.469_6184.969.wav,unlabelled
6.21E+00,7.26E+00,3.84E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221128T100000+1000_REC_6281.456_6285.956.wav,unlabelled
5.60E+00,4.89E+00,7.32E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221128T120000+1000_REC_224.372_228.872.wav,unlabelled
7.11E+00,6.11E+00,3.99E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221128T120000+1000_REC_2254.922_2259.422.wav,unlabelled
5.86E+00,5.10E+00,8.18E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221128T120000+1000_REC_4502.986_4507.486.wav,unlabelled
8.76E+00,5.71E+00,3.65E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221128T120000+1000_REC_5995.715_6000.215.wav,unlabelled
5.83E+00,5.98E+00,7.55E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221128T140000+1000_REC_162.509_167.009.wav,unlabelled
7.04E+00,7.36E+00,6.58E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221128T140000+1000_REC_2116.382_2120.882.wav,unlabelled
5.76E+00,5.91E+00,7.50E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221128T140000+1000_REC_2577.016_2581.516.wav,unlabelled
6.47E+00,5.88E+00,6.22E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221128T140000+1000_REC_5943.931_5948.431.wav,unlabelled
4.46E+00,6.30E+00,7.38E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221128T160000+1000_REC_4650.916_4655.416.wav,unlabelled
4.59E+00,7.04E+00,7.24E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221128T160000+1000_REC_4827.41_4831.91.wav,unlabelled
4.56E+00,6.99E+00,7.23E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221128T160000+1000_REC_5485.019_5489.519.wav,unlabelled
5.22E+00,9.98E+00,6.70E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221128T160000+1000_REC_6591.499_6595.999.wav,unlabelled
5.09E+00,9.86E+00,6.91E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221128T180000+1000_REC_2536.635_2541.135.wav,unlabelled
5.53E+00,7.17E+00,4.92E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221128T180000+1000_REC_3211.671_3216.171.wav,unlabelled
5.60E+00,1.03E+01,6.23E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221128T180000+1000_REC_6268.825_6273.325.wav,unlabelled
7.39E+00,8.03E+00,6.21E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221128T180000+1000_REC_6768.03_6772.53.wav,unlabelled
5.26E+00,1.04E+01,6.69E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221128T200000+1000_REC_1641.175_1645.675.wav,unlabelled
4.31E+00,1.08E+01,7.11E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221128T200000+1000_REC_1886.802_1891.302.wav,unlabelled
4.41E+00,1.06E+01,7.18E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221128T200000+1000_REC_5567.22_5571.72.wav,unlabelled
4.15E+00,1.05E+01,7.36E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221128T200000+1000_REC_6478.623_6483.123.wav,unlabelled
4.60E+00,1.08E+01,6.73E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221128T220000+1000_REC_1713.945_1718.445.wav,unlabelled
4.85E+00,1.02E+01,6.31E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221128T220000+1000_REC_3080.535_3085.035.wav,unlabelled
4.58E+00,1.07E+01,7.04E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221128T220000+1000_REC_4078.237_4082.737.wav,unlabelled
4.54E+00,1.06E+01,6.72E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221128T220000+1000_REC_653.714_658.214.wav,unlabelled
6.66E+00,1.00E+01,5.46E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221129T000000+1000_REC_1805.426_1809.926.wav,unlabelled
6.50E+00,1.01E+01,5.56E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221129T000000+1000_REC_2035.009_2039.509.wav,unlabelled
4.59E+00,1.08E+01,6.75E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221129T000000+1000_REC_4121.585_4126.085.wav,unlabelled
5.52E+00,9.97E+00,6.35E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221129T000000+1000_REC_6806.953_6811.453.wav,unlabelled
5.49E+00,1.03E+01,6.47E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221129T020000+1000_REC_100.837_105.337.wav,unlabelled
4.42E+00,9.70E+00,7.28E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221129T020000+1000_REC_3892.981_3897.481.wav,unlabelled
5.44E+00,1.04E+01,6.41E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221129T020000+1000_REC_4181.098_4185.598.wav,unlabelled
5.00E+00,1.02E+01,6.25E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221129T020000+1000_REC_4287.436_4291.936.wav,unlabelled
4.88E+00,7.05E+00,5.40E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221129T040000+1000_REC_1744.929_1749.429.wav,unlabelled
5.47E+00,7.53E+00,5.41E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221129T040000+1000_REC_2606.249_2610.749.wav,unlabelled
4.20E+00,4.27E+00,4.68E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221129T040000+1000_REC_4807.383_4811.883.wav,unlabelled
4.97E+00,6.96E+00,5.47E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221129T040000+1000_REC_5761.119_5765.619.wav,unlabelled
4.44E+00,4.35E+00,4.62E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221129T060000+1000_REC_2722.164_2726.664.wav,unlabelled
5.47E+00,4.70E+00,9.13E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221129T060000+1000_REC_3097.482_3101.982.wav,unlabelled
5.75E+00,5.78E+00,7.45E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221129T060000+1000_REC_4072.932_4077.432.wav,unlabelled
5.74E+00,4.82E+00,8.46E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221129T060000+1000_REC_4919.366_4923.866.wav,unlabelled
6.81E+00,5.82E+00,6.38E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221129T080000+1000_REC_1041.408_1045.908.wav,unlabelled
6.74E+00,5.60E+00,6.90E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221129T080000+1000_REC_2033.028_2037.528.wav,unlabelled
5.71E+00,7.33E+00,5.87E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221129T080000+1000_REC_5414.246_5418.746.wav,unlabelled
6.02E+00,5.15E+00,8.27E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221129T080000+1000_REC_5525.315_5529.815.wav,unlabelled
5.63E+00,6.89E+00,3.82E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221129T100000+1000_REC_1063.039_1067.539.wav,unlabelled
5.66E+00,5.16E+00,8.60E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221129T100000+1000_REC_4106.491_4110.991.wav,unlabelled
5.54E+00,4.85E+00,9.04E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221129T100000+1000_REC_6379.082_6383.582.wav,unlabelled
6.67E+00,5.88E+00,6.26E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221129T100000+1000_REC_816.956_821.456.wav,unlabelled
5.45E+00,5.38E+00,7.69E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221129T120000+1000_REC_6030.337_6034.837.wav,unlabelled
6.19E+00,5.72E+00,6.18E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221129T120000+1000_REC_6683.048_6687.548.wav,unlabelled
7.88E+00,5.98E+00,1.21E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221129T120000+1000_REC_6947.579_6952.079.wav,unlabelled
6.21E+00,7.22E+00,3.84E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20221129T120000+1000_REC_846.233_850.733.wav,unlabelled
5.28E+00,1.02E+01,7.01E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T000000+1000_REC_1667.317_1671.817.wav,unlabelled
5.31E+00,1.02E+01,7.07E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T000000+1000_REC_306.036_310.536.wav,unlabelled
5.07E+00,1.03E+01,7.23E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T000000+1000_REC_6875.864_6880.364.wav,unlabelled
8.07E+00,7.73E+00,5.76E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T000000+1000_REC_998.166_1002.666.wav,unlabelled
8.97E+00,6.67E+00,5.20E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T020000+1000_REC_1913.446_1917.946.wav,unlabelled
6.95E+00,8.21E+00,4.09E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T020000+1000_REC_2316.733_2321.233.wav,unlabelled
8.83E+00,6.59E+00,5.46E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T020000+1000_REC_3801.076_3805.576.wav,unlabelled
8.09E+00,7.58E+00,5.66E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T020000+1000_REC_3854.22_3858.72.wav,unlabelled
7.36E+00,8.13E+00,6.38E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T040000+1000_REC_3023.959_3028.459.wav,unlabelled
7.01E+00,8.16E+00,6.54E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T040000+1000_REC_3144.307_3148.807.wav,unlabelled
8.29E+00,7.24E+00,5.44E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T040000+1000_REC_4535.659_4540.159.wav,unlabelled
7.60E+00,8.56E+00,5.37E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T040000+1000_REC_752.661_757.161.wav,unlabelled
8.68E+00,6.60E+00,5.49E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T060000+1000_REC_247.053_251.553.wav,unlabelled
6.23E+00,5.58E+00,3.70E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T060000+1000_REC_2911.579_2916.079.wav,unlabelled
6.30E+00,7.09E+00,5.00E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T060000+1000_REC_4141.744_4146.244.wav,unlabelled
6.22E+00,6.65E+00,4.99E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T060000+1000_REC_5731.845_5736.345.wav,unlabelled
7.26E+00,5.82E+00,5.28E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T080000+1000_REC_3921.438_3925.938.wav,unlabelled
6.80E+00,6.29E+00,5.25E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T080000+1000_REC_4459.154_4463.654.wav,unlabelled
6.09E+00,4.32E+00,6.81E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T080000+1000_REC_583.569_588.069.wav,unlabelled
5.96E+00,5.98E+00,7.44E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T080000+1000_REC_743.177_747.677.wav,unlabelled
7.46E+00,5.89E+00,5.91E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T100000+1000_REC_1087.126_1091.626.wav,unlabelled
6.41E+00,6.34E+00,3.25E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T100000+1000_REC_2072.865_2077.365.wav,unlabelled
6.54E+00,5.67E+00,7.12E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T100000+1000_REC_3752.258_3756.758.wav,unlabelled
7.25E+00,5.69E+00,3.59E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T100000+1000_REC_7127.139_7131.639.wav,unlabelled
7.19E+00,6.40E+00,1.81E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T120000+1000_REC_2251.735_2256.235.wav,unlabelled
7.28E+00,4.81E+00,5.78E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T120000+1000_REC_2500.955_2505.455.wav,unlabelled
7.28E+00,4.85E+00,5.75E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T120000+1000_REC_372.842_377.342.wav,unlabelled
6.50E+00,5.40E+00,7.29E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T120000+1000_REC_393.614_398.114.wav,unlabelled
7.46E+00,5.20E+00,5.36E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T140000+1000_REC_2685.312_2689.812.wav,unlabelled
7.03E+00,6.45E+00,5.79E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T140000+1000_REC_3096.554_3101.054.wav,unlabelled
7.23E+00,4.87E+00,5.89E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T140000+1000_REC_4460.854_4465.354.wav,unlabelled
8.73E+00,5.15E+00,5.03E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T140000+1000_REC_58.321_62.821.wav,unlabelled
7.92E+00,7.91E+00,5.84E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T165700+1000_REC_2104.786_2109.286.wav,unlabelled
5.24E+00,1.02E+01,6.93E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T165700+1000_REC_2406.087_2410.587.wav,unlabelled
6.44E+00,6.48E+00,5.79E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T165700+1000_REC_358.154_362.654.wav,unlabelled
6.24E+00,4.83E+00,6.28E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T165700+1000_REC_814.259_818.759.wav,unlabelled
5.30E+00,1.02E+01,7.01E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T180000+1000_REC_4598.472_4602.972.wav,unlabelled
5.24E+00,1.02E+01,7.13E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T180000+1000_REC_4794.257_4798.757.wav,unlabelled
7.84E+00,8.13E+00,5.80E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T180000+1000_REC_6078.491_6082.991.wav,unlabelled
4.37E+00,7.32E+00,6.88E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T180000+1000_REC_6567.429_6571.929.wav,unlabelled
6.06E+00,6.18E+00,6.25E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T200000+1000_REC_1753.851_1758.351.wav,unlabelled
7.48E+00,5.70E+00,6.03E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T200000+1000_REC_1974.516_1979.016.wav,unlabelled
7.91E+00,7.97E+00,5.79E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T200000+1000_REC_4419.016_4423.516.wav,unlabelled
7.11E+00,9.46E+00,5.25E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T200000+1000_REC_6509.845_6514.345.wav,unlabelled
7.66E+00,8.11E+00,5.92E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T220000+1000_REC_2016.243_2020.743.wav,unlabelled
8.62E+00,6.17E+00,3.90E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T220000+1000_REC_3067.333_3071.833.wav,unlabelled
8.88E+00,6.07E+00,3.78E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T220000+1000_REC_5298.876_5303.376.wav,unlabelled
8.92E+00,6.77E+00,5.23E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220508T220000+1000_REC_6099.505_6104.005.wav,unlabelled
7.84E+00,8.01E+00,5.92E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T000000+1000_REC_2712.567_2717.067.wav,unlabelled
7.89E+00,8.09E+00,5.93E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T000000+1000_REC_4909.955_4914.455.wav,unlabelled
7.87E+00,8.03E+00,5.86E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T000000+1000_REC_5237.432_5241.932.wav,unlabelled
8.73E+00,5.72E+00,5.53E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T000000+1000_REC_5578.836_5583.336.wav,unlabelled
9.07E+00,5.63E+00,5.18E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T020000+1000_REC_1598.425_1602.925.wav,unlabelled
8.81E+00,6.04E+00,3.68E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T020000+1000_REC_4399.795_4404.295.wav,unlabelled
8.85E+00,7.08E+00,5.42E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T020000+1000_REC_5035.217_5039.717.wav,unlabelled
8.99E+00,6.05E+00,5.15E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T020000+1000_REC_5374.739_5379.239.wav,unlabelled
8.50E+00,7.00E+00,5.15E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T040000+1000_REC_1066.302_1070.802.wav,unlabelled
8.84E+00,6.23E+00,5.33E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T040000+1000_REC_1291.958_1296.458.wav,unlabelled
9.03E+00,5.78E+00,5.25E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T040000+1000_REC_4771.374_4775.874.wav,unlabelled
8.91E+00,6.61E+00,5.09E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T040000+1000_REC_4954.139_4958.639.wav,unlabelled
6.74E+00,6.17E+00,5.61E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T060000+1000_REC_2053.529_2058.029.wav,unlabelled
6.29E+00,5.38E+00,2.98E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T060000+1000_REC_2379.342_2383.842.wav,unlabelled
6.24E+00,6.22E+00,4.98E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T060000+1000_REC_3013.319_3017.819.wav,unlabelled
6.14E+00,6.93E+00,5.21E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T060000+1000_REC_4187.811_4192.311.wav,unlabelled
6.82E+00,5.31E+00,6.78E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T080000+1000_REC_1315.274_1319.774.wav,unlabelled
6.31E+00,4.75E+00,7.60E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T080000+1000_REC_2566.782_2571.282.wav,unlabelled
8.51E+00,5.49E+00,4.03E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T080000+1000_REC_5876.399_5880.899.wav,unlabelled
8.85E+00,4.05E+00,5.98E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T080000+1000_REC_5909.122_5913.622.wav,unlabelled
7.39E+00,5.28E+00,4.85E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T100000+1000_REC_2509.705_2514.205.wav,unlabelled
7.38E+00,4.85E+00,5.60E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T100000+1000_REC_4007.565_4012.065.wav,unlabelled
8.58E+00,4.88E+00,4.30E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T100000+1000_REC_4902.14_4906.64.wav,unlabelled
7.52E+00,5.00E+00,4.90E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T100000+1000_REC_5386.941_5391.441.wav,unlabelled
6.16E+00,5.02E+00,7.74E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T120000+1000_REC_3890.529_3895.029.wav,unlabelled
6.04E+00,4.89E+00,7.71E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T120000+1000_REC_4412.215_4416.715.wav,unlabelled
8.37E+00,6.13E+00,3.71E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T120000+1000_REC_487.329_491.829.wav,unlabelled
6.01E+00,5.86E+00,7.37E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T120000+1000_REC_5835.75_5840.25.wav,unlabelled
4.30E+00,4.72E+00,8.39E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T140000+1000_REC_2575.576_2580.076.wav,unlabelled
6.20E+00,4.59E+00,7.88E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T140000+1000_REC_2933.155_2937.655.wav,unlabelled
5.85E+00,4.66E+00,8.39E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T140000+1000_REC_3513.937_3518.437.wav,unlabelled
5.93E+00,4.08E+00,9.37E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T140000+1000_REC_4843.096_4847.596.wav,unlabelled
6.27E+00,5.39E+00,2.99E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T160000+1000_REC_1267.029_1271.529.wav,unlabelled
6.52E+00,5.36E+00,2.67E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T160000+1000_REC_2756.884_2761.384.wav,unlabelled
6.41E+00,5.33E+00,2.92E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T160000+1000_REC_2888.56_2893.06.wav,unlabelled
8.94E+00,6.77E+00,5.38E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T160000+1000_REC_6520.96_6525.46.wav,unlabelled
7.20E+00,5.41E+00,6.46E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T180000+1000_REC_4664.008_4668.508.wav,unlabelled
7.54E+00,5.76E+00,6.02E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T180000+1000_REC_6037.134_6041.634.wav,unlabelled
8.46E+00,6.82E+00,5.19E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T180000+1000_REC_6944.124_6948.624.wav,unlabelled
8.11E+00,6.60E+00,5.38E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T180000+1000_REC_7062.322_7066.822.wav,unlabelled
8.78E+00,6.44E+00,3.85E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T200000+1000_REC_2514.143_2518.643.wav,unlabelled
8.96E+00,6.51E+00,4.87E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T200000+1000_REC_3985.39_3989.89.wav,unlabelled
8.64E+00,6.32E+00,4.18E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T200000+1000_REC_5107.102_5111.602.wav,unlabelled
8.41E+00,6.29E+00,3.84E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T200000+1000_REC_5124.281_5128.781.wav,unlabelled
8.99E+00,6.46E+00,4.83E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T220000+1000_REC_1733.073_1737.573.wav,unlabelled
9.00E+00,6.17E+00,4.03E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T220000+1000_REC_269.742_274.242.wav,unlabelled
8.22E+00,8.49E+00,4.97E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T220000+1000_REC_533.968_538.468.wav,unlabelled
8.76E+00,6.46E+00,3.78E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220509T220000+1000_REC_6793.995_6798.495.wav,unlabelled
8.37E+00,9.10E+00,4.21E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220510T000000+1000_REC_3469.559_3474.059.wav,unlabelled
8.90E+00,6.30E+00,4.34E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220510T000000+1000_REC_4626.937_4631.437.wav,unlabelled
8.10E+00,8.64E+00,5.09E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220510T000000+1000_REC_710.154_714.654.wav,unlabelled
8.15E+00,8.58E+00,5.02E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220510T000000+1000_REC_730.711_735.211.wav,unlabelled
9.00E+00,6.40E+00,4.62E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220510T020000+1000_REC_1794.875_1799.375.wav,unlabelled
8.81E+00,6.44E+00,3.87E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220510T020000+1000_REC_2994.921_2999.421.wav,unlabelled
9.02E+00,6.46E+00,4.81E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220510T020000+1000_REC_3319.882_3324.382.wav,unlabelled
8.79E+00,6.20E+00,4.05E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220510T020000+1000_REC_4566.857_4571.357.wav,unlabelled
8.33E+00,6.35E+00,3.85E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220510T040000+1000_REC_2438.485_2442.985.wav,unlabelled
7.57E+00,5.85E+00,5.84E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220510T040000+1000_REC_6254.835_6259.335.wav,unlabelled
8.14E+00,6.33E+00,4.02E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220510T040000+1000_REC_6274.387_6278.887.wav,unlabelled
8.70E+00,6.08E+00,4.07E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220510T040000+1000_REC_826.348_830.848.wav,unlabelled
6.60E+00,5.36E+00,2.57E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220510T060000+1000_REC_3456.703_3461.203.wav,unlabelled
7.08E+00,6.16E+00,5.30E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220510T060000+1000_REC_5234.904_5239.404.wav,unlabelled
7.39E+00,5.81E+00,5.45E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryB_20220510T060000+1000_REC_6634.884_6639.384.wav,unlabelled
